state,state_ansi,county,county_ansi,fips5,ag_district,ag_district_code,year,produced_soy,acres_planted,acres_harvested,production_bu,yield_bu_ac,yield_kg_ha,production_tonnes,area_harvested_ha
ILLINOIS,17,DOUGLAS,041,17041,EAST SOUTHEAST,70,2002,1.0,118000,117700,5767300,49.0,3295.2972915209084,156959.95315000002,47631.5000634
ILLINOIS,17,DOUGLAS,041,17041,EAST SOUTHEAST,70,2003,1.0,118000,117800,5065400,43.0,2891.7915007224296,137857.3937,47671.9686276
ILLINOIS,17,DOUGLAS,041,17041,EAST SOUTHEAST,70,2004,1.0,113000,112700,6085800,54.0,3631.552117186307,165628.0899,45608.071853400004
ILLINOIS,17,DOUGLAS,041,17041,EAST SOUTHEAST,70,2005,1.0,110000,109600,5589600,51.0,3429.799221787068,152123.75879999998,44353.5463632
ILLINOIS,17,DOUGLAS,041,17041,EAST SOUTHEAST,70,2006,1.0,114000,113500,6129000,54.0,3631.552117186307,166803.7995,45931.820367
ILLINOIS,17,DOUGLAS,041,17041,EAST SOUTHEAST,70,2007,1.0,95000,94900,5314400,56.0,3766.0540474524664,144634.0532,38404.6674258
ILLINOIS,17,DOUGLAS,041,17041,EAST SOUTHEAST,70,2008,1.0,111000,110100,5615100,51.0,3429.799221787068,152817.75405,44555.8891842
ILLINOIS,17,DOUGLAS,041,17041,EAST SOUTHEAST,70,2009,1.0,109000,108800,5984000,55.0,3698.8030823193867,162857.552,44029.7978496
ILLINOIS,17,DOUGLAS,041,17041,EAST SOUTHEAST,70,2010,1.0,106000,105400,6046000,57.4,3860.205398638778,164544.913,42653.8666668
ILLINOIS,17,DOUGLAS,041,17041,EAST SOUTHEAST,70,2011,1.0,100000,99900,5013000,50.2,3375.998449680604,136431.3015,40428.095635800004
ILLINOIS,17,DOUGLAS,041,17041,EAST SOUTHEAST,70,2012,1.0,103000,102400,4655000,45.5,3059.918913555129,126688.1525,41439.8097408
ILLINOIS,17,DOUGLAS,041,17041,EAST SOUTHEAST,70,2013,1.0,103500,103400,5386000,52.1,3503.7752834334556,146582.683,41844.4953828
ILLINOIS,17,DOUGLAS,041,17041,EAST SOUTHEAST,70,2014,1.0,105000,104800,6893000,65.8,4425.113505756648,187596.4415,42411.0552816
ILLINOIS,17,DOUGLAS,041,17041,EAST SOUTHEAST,70,2015,1.0,108000,107900,7224000,67.0,4505.814663916344,196604.772,43665.5807718
ILLINOIS,17,DOUGLAS,041,17041,EAST SOUTHEAST,70,2016,1.0,109500,109300,7366000,67.4,4532.715049969576,200469.373,44232.1406706
ILLINOIS,17,DOUGLAS,041,17041,EAST SOUTHEAST,70,2017,1.0,114000,113000,7195000,63.7,4283.886478977181,195815.5225,45729.477546
ILLINOIS,17,DOUGLAS,041,17041,EAST SOUTHEAST,70,2018,1.0,115000,111700,8719000,78.1,5252.300376893529,237291.9445,45203.3862114
ILLINOIS,17,DOUGLAS,041,17041,EAST SOUTHEAST,70,2019,1.0,108500,107500,6706000,62.4,4196.460224304177,182507.143,43503.706515
ILLINOIS,17,DOUGLAS,041,17041,EAST SOUTHEAST,70,2020,1.0,114000,113500,7616000,67.1,4512.539760429651,207273.248,45931.820367
ILLINOIS,17,DOUGLAS,041,17041,EAST SOUTHEAST,70,2022,1.0,114500,114100,7873000,69.0,4640.316594182504,214267.6315,46174.6317522
ILLINOIS,17,DOUGLAS,041,17041,EAST SOUTHEAST,70,2023,1.0,108500,108000,7355000,68.1,4579.7907255627315,200170.0025,43706.049336000004
ILLINOIS,17,DOUGLAS,041,17041,EAST SOUTHEAST,70,2024,1.0,113500,113100,7917000,70.0,4707.567559315583,215465.1135,45769.9461102
ILLINOIS,17,DOUGLAS,041,17041,EAST SOUTHEAST,70,2025,1.0,108000,107400,7486000,69.7,4687.39226977566,203735.233,43463.2379508
ILLINOIS,17,DU PAGE,043,17043,NORTHEAST,20,1980,1.0,17100,17000,581800,34.0,2286.5328145247117,15833.977899999998,6879.655914
ILLINOIS,17,DU PAGE,043,17043,NORTHEAST,20,1981,1.0,12600,12500,467900,37.5,2521.911192490491,12734.13245,5058.570525
ILLINOIS,17,DU PAGE,043,17043,NORTHEAST,20,1982,1.0,12100,12000,433300,36.0,2421.034744790871,11792.476149999999,4856.227704
ILLINOIS,17,DU PAGE,043,17043,NORTHEAST,20,1983,1.0,11500,11500,358800,31.0,2084.7799191254726,9764.921400000001,4653.884883
ILLINOIS,17,DU PAGE,043,17043,NORTHEAST,20,1984,1.0,12600,12500,372400,30.0,2017.5289539923929,10135.0522,5058.570525
ILLINOIS,17,DU PAGE,043,17043,NORTHEAST,20,1985,1.0,11100,11000,420900,38.5,2589.1621576235707,11455.003949999998,4451.542062
ILLINOIS,17,DU PAGE,043,17043,NORTHEAST,20,1986,1.0,10300,10200,346400,34.0,2286.5328145247117,9427.4492,4127.7935484
ILLINOIS,17,DU PAGE,043,17043,NORTHEAST,20,1987,1.0,9000,8900,337700,38.0,2555.536675057031,9190.67435,3601.7022138
ILLINOIS,17,DU PAGE,043,17043,NORTHEAST,20,1988,1.0,8300,8100,272900,33.5,2252.907331958172,7427.109949999999,3277.9537002
ILLINOIS,17,DU PAGE,043,17043,NORTHEAST,20,1989,1.0,8000,7900,290300,36.5,2454.6602273574113,7900.65965,3197.0165718000003
ILLINOIS,17,DU PAGE,043,17043,NORTHEAST,20,1990,1.0,6400,6400,273500,42.5,2858.1660181558896,7443.43925,2589.9881088
ILLINOIS,17,DU PAGE,043,17043,NORTHEAST,20,1991,1.0,6000,5900,156350,26.5,1782.1505760266136,4255.143425,2387.6452878
ILLINOIS,17,DU PAGE,043,17043,NORTHEAST,20,1992,1.0,5000,4900,191100,39.0,2622.787640190111,5200.88205,1982.9596458
ILLINOIS,17,DU PAGE,043,17043,NORTHEAST,20,1993,1.0,5000,4900,191100,39.0,2622.787640190111,5200.88205,1982.9596458
ILLINOIS,17,DU PAGE,043,17043,NORTHEAST,20,1994,1.0,5000,4600,209300,45.5,3059.918913555129,5696.20415,1861.5539532
ILLINOIS,17,DU PAGE,043,17043,NORTHEAST,20,1995,1.0,6000,5900,212400,36.0,2421.034744790871,5780.5722000000005,2387.6452878
ILLINOIS,17,DU PAGE,043,17043,NORTHEAST,20,1996,1.0,7000,6700,197650,29.5,1983.903471425853,5379.143575,2711.3938014
ILLINOIS,17,DU PAGE,043,17043,NORTHEAST,20,1997,1.0,5000,4900,230300,47.0,3160.7953612547485,6267.729649999999,1982.9596458
ILLINOIS,17,DU PAGE,043,17043,NORTHEAST,20,1998,1.0,5000,4900,227850,46.5,3127.169878688209,6201.051675,1982.9596458
ILLINOIS,17,DU PAGE,043,17043,NORTHEAST,20,1999,1.0,5000,4900,230300,47.0,3160.7953612547485,6267.729649999999,1982.9596458
ILLINOIS,17,DU PAGE,043,17043,NORTHEAST,20,2000,1.0,4000,3300,102300,31.0,2084.7799191254726,2784.14565,1335.4626186
ILLINOIS,17,DU PAGE,043,17043,NORTHEAST,20,2001,1.0,5000,4900,161700,33.0,2219.281849391632,4400.746349999999,1982.9596458
ILLINOIS,17,DU PAGE,043,17043,NORTHEAST,20,2002,1.0,4000,3800,144400,38.0,2555.536675057031,3929.9181999999996,1537.8054396
ILLINOIS,17,DU PAGE,043,17043,NORTHEAST,20,2003,1.0,3000,2900,104400,36.0,2421.034744790871,2841.2981999999997,1173.5883618
ILLINOIS,17,DU PAGE,043,17043,NORTHEAST,20,2004,1.0,2000,1900,79800,42.0,2824.54053558935,2171.7969,768.9027198
ILLINOIS,17,DU PAGE,043,17043,NORTHEAST,20,2005,1.0,2000,1900,62700,33.0,2219.281849391632,1706.41185,768.9027198
ILLINOIS,17,DU PAGE,043,17043,NORTHEAST,20,2006,1.0,4000,3900,183300,47.0,3160.7953612547485,4988.6011499999995,1578.2740038
ILLINOIS,17,DU PAGE,043,17043,NORTHEAST,20,2007,1.0,2000,1900,91200,48.0,3228.0463263878282,2482.0536,768.9027198
ILLINOIS,17,EDGAR,045,17045,EAST SOUTHEAST,70,1980,1.0,143600,143000,5340300,37.5,2521.911192490491,145338.93465,57870.046806
ILLINOIS,17,EDGAR,045,17045,EAST SOUTHEAST,70,1981,1.0,151800,150000,5800200,38.5,2589.1621576235707,157855.3431,60702.846300000005
ILLINOIS,17,EDGAR,045,17045,EAST SOUTHEAST,70,1982,1.0,141800,141000,5647300,40.0,2690.0386053231905,153694.09315,57060.675522000005
ILLINOIS,17,EDGAR,045,17045,EAST SOUTHEAST,70,1983,1.0,152000,151000,5200500,34.5,2320.158297091252,141534.20775,61107.531942
ILLINOIS,17,EDGAR,045,17045,EAST SOUTHEAST,70,1984,1.0,149900,148000,5137600,34.5,2320.158297091252,139822.3528,59893.475016000004
ILLINOIS,17,EDGAR,045,17045,EAST SOUTHEAST,70,1985,1.0,143100,142000,6572200,46.5,3127.169878688209,178865.7091,57465.361164
ILLINOIS,17,EDGAR,045,17045,EAST SOUTHEAST,70,1986,1.0,144900,144600,6210000,43.0,2891.7915007224296,169008.255,58517.543833200005
ILLINOIS,17,EDGAR,045,17045,EAST SOUTHEAST,70,1987,1.0,145700,144200,5687200,39.5,2656.4131227566504,154779.9916,58355.6695764
ILLINOIS,17,EDGAR,045,17045,EAST SOUTHEAST,70,1988,1.0,148800,148200,4694700,31.5,2118.405401692012,127768.60785,59974.412144400005
ILLINOIS,17,EDGAR,045,17045,EAST SOUTHEAST,70,1989,1.0,140800,140400,5787000,41.0,2757.28957045627,157496.0985,56817.8641368
ILLINOIS,17,EDGAR,045,17045,EAST SOUTHEAST,70,1990,1.0,140800,140400,5930600,42.0,2824.54053558935,161404.2443,56817.8641368
ILLINOIS,17,EDGAR,045,17045,EAST SOUTHEAST,70,1991,1.0,153000,151300,6279950,41.5,2790.91505302281,170911.979225,61228.9376346
ILLINOIS,17,EDGAR,045,17045,EAST SOUTHEAST,70,1992,1.0,153000,151200,6876400,45.5,3059.918913555129,187144.6642,61188.4690704
ILLINOIS,17,EDGAR,045,17045,EAST SOUTHEAST,70,1993,1.0,146000,145000,6887500,47.5,3194.4208438212886,187446.75625,58679.41809
ILLINOIS,17,EDGAR,045,17045,EAST SOUTHEAST,70,1994,1.0,147000,146200,7090950,48.5,3261.6718089543683,192983.749725,59165.040860400004
ILLINOIS,17,EDGAR,045,17045,EAST SOUTHEAST,70,1995,1.0,140000,139000,5908650,42.5,2858.1660181558896,160806.864075,56251.304238000004
ILLINOIS,17,EDGAR,045,17045,EAST SOUTHEAST,70,1996,1.0,146000,145200,5953200,41.0,2757.28957045627,162019.31459999998,58760.3552184
ILLINOIS,17,EDGAR,045,17045,EAST SOUTHEAST,70,1997,1.0,147000,146600,6010600,41.0,2757.28957045627,163581.48429999998,59326.9151172
ILLINOIS,17,EDGAR,045,17045,EAST SOUTHEAST,70,1998,1.0,151000,150700,6178700,41.0,2757.28957045627,168156.40985,60986.126249400004
ILLINOIS,17,EDGAR,045,17045,EAST SOUTHEAST,70,1999,1.0,156000,155500,7308500,47.0,3160.7953612547485,198904.48175,62928.617331
ILLINOIS,17,EDGAR,045,17045,EAST SOUTHEAST,70,2000,1.0,154000,153900,7079400,46.0,3093.544396121669,192669.41069999998,62281.1203038
ILLINOIS,17,EDGAR,045,17045,EAST SOUTHEAST,70,2001,1.0,155000,154100,7550900,49.0,3295.2972915209084,205501.51895,62362.0574322
ILLINOIS,17,EDGAR,045,17045,EAST SOUTHEAST,70,2002,1.0,157000,156700,7051500,45.0,3026.293430988589,191910.09825,63414.2401014
ILLINOIS,17,EDGAR,045,17045,EAST SOUTHEAST,70,2003,1.0,150000,149500,6428500,43.0,2891.7915007224296,174954.84175,60500.503479
ILLINOIS,17,EDGAR,045,17045,EAST SOUTHEAST,70,2004,1.0,148000,147600,8265600,56.0,3766.0540474524664,224952.4368,59731.6007592
ILLINOIS,17,EDGAR,045,17045,EAST SOUTHEAST,70,2005,1.0,146000,145400,7560800,52.0,3497.0501869201476,205770.95239999998,58841.2923468
ILLINOIS,17,EDGAR,045,17045,EAST SOUTHEAST,70,2006,1.0,153000,152200,8066600,53.0,3564.3011520532273,219536.55229999998,61593.1547124
ILLINOIS,17,EDGAR,045,17045,EAST SOUTHEAST,70,2007,1.0,137000,136800,7387200,54.0,3631.552117186307,201046.34159999999,55360.9958256
ILLINOIS,17,EDGAR,045,17045,EAST SOUTHEAST,70,2008,1.0,144000,143400,7170000,50.0,3362.548256653988,195135.135,58031.9210628
ILLINOIS,17,EDGAR,045,17045,EAST SOUTHEAST,70,2009,1.0,148000,147800,7094400,48.0,3228.0463263878282,193077.6432,59812.5378876
ILLINOIS,17,EDGAR,045,17045,EAST SOUTHEAST,70,2010,1.0,149000,148500,8011000,53.9,3624.827020672999,218023.3705,60095.817837
ILLINOIS,17,EDGAR,045,17045,EAST SOUTHEAST,70,2011,1.0,154000,153700,8266000,53.8,3618.101924159691,224963.323,62200.1831754
ILLINOIS,17,EDGAR,045,17045,EAST SOUTHEAST,70,2012,1.0,152000,151500,5891000,38.9,2616.0625436768028,160326.5105,61309.874763
ILLINOIS,17,EDGAR,045,17045,EAST SOUTHEAST,70,2013,1.0,149500,149500,8635000,57.8,3887.10578469201,235005.8425,60500.503479
ILLINOIS,17,EDGAR,045,17045,EAST SOUTHEAST,70,2014,1.0,156500,156300,9598000,61.4,4129.209259171097,261214.369,63252.365844600004
ILLINOIS,17,EDGAR,045,17045,EAST SOUTHEAST,70,2015,1.0,161000,160900,9372000,58.2,3914.0061707452423,255063.666,65113.9197978
ILLINOIS,17,EDGAR,045,17045,EAST SOUTHEAST,70,2016,1.0,156000,155000,10077000,65.0,4371.312733650185,274250.5935,62726.27451
ILLINOIS,17,EDGAR,045,17045,EAST SOUTHEAST,70,2017,1.0,167500,166900,10800000,64.7,4351.137444110261,293927.4,67542.0336498
ILLINOIS,17,EDGAR,045,17045,EAST SOUTHEAST,70,2018,1.0,165000,161000,11195000,69.5,4673.942076749044,304677.5225,65154.388362000005
ILLINOIS,17,EDGAR,045,17045,EAST SOUTHEAST,70,2019,1.0,159000,156500,9318000,59.5,4001.4324254182457,253594.029,63333.302973000005
ILLINOIS,17,EDGAR,045,17045,EAST SOUTHEAST,70,2020,1.0,160500,159800,9748000,61.0,4102.308873117865,265296.694,64668.7655916
ILLINOIS,17,EDGAR,045,17045,EAST SOUTHEAST,70,2021,1.0,158500,157200,11130000,70.8,4761.368331422047,302908.515,63616.582922400004
ILLINOIS,17,EDGAR,045,17045,EAST SOUTHEAST,70,2022,1.0,164500,164000,11136000,67.9,4566.340532536116,303071.808,66368.445288
ILLINOIS,17,EDGAR,045,17045,EAST SOUTHEAST,70,2023,1.0,156500,155700,10307000,66.2,4452.01389180988,280510.1585,63009.5544594
ILLINOIS,17,EDGAR,045,17045,EAST SOUTHEAST,70,2024,1.0,165500,164700,11727000,71.2,4788.268717475279,319156.1685,66651.72523740001
ILLINOIS,17,EDWARDS,047,17047,SOUTHEAST,90,1980,1.0,41500,41000,1021300,25.0,1681.274128326994,27795.19015,16592.111322
ILLINOIS,17,EDWARDS,047,17047,SOUTHEAST,90,1981,1.0,34700,34500,1170100,34.0,2286.5328145247117,31844.856549999997,13961.654649
ILLINOIS,17,EDWARDS,047,17047,SOUTHEAST,90,1982,1.0,37600,37500,1284700,34.5,2320.158297091252,34963.752850000004,15175.711575000001
ILLINOIS,17,EDWARDS,047,17047,SOUTHEAST,90,1983,1.0,37800,37500,805400,21.5,1445.8957503612148,21919.363699999998,15175.711575000001
ILLINOIS,17,EDWARDS,047,17047,SOUTHEAST,90,1984,1.0,41200,40000,1073700,27.0,1815.7760585931535,29221.282349999998,16187.42568
ILLINOIS,17,EDWARDS,047,17047,SOUTHEAST,90,1985,1.0,40300,40000,1547100,38.5,2589.1621576235707,42105.100049999994,16187.42568
ILLINOIS,17,EDWARDS,047,17047,SOUTHEAST,90,1986,1.0,38500,38300,1510900,39.5,2656.4131227566504,41119.898949999995,15499.4600886
ILLINOIS,17,EDWARDS,047,17047,SOUTHEAST,90,1987,1.0,36200,35800,1179600,33.0,2219.281849391632,32103.403799999996,14487.7459836
ILLINOIS,17,EDWARDS,047,17047,SOUTHEAST,90,1988,1.0,34700,34400,934000,27.0,1815.7760585931535,25419.277,13921.1860848
ILLINOIS,17,EDWARDS,047,17047,SOUTHEAST,90,1989,1.0,37200,36900,1301000,35.5,2387.4092622243315,35407.3655,14932.9001898
ILLINOIS,17,EDWARDS,047,17047,SOUTHEAST,90,1990,1.0,38400,37600,1218900,32.5,2185.6563668250924,33172.972949999996,15216.1801392
ILLINOIS,17,EDWARDS,047,17047,SOUTHEAST,90,1991,1.0,39000,38600,1312400,34.0,2286.5328145247117,35717.6222,15620.8657812
ILLINOIS,17,EDWARDS,047,17047,SOUTHEAST,90,1992,1.0,40000,39800,1592000,40.0,2690.0386053231905,43327.076,16106.488551600001
ILLINOIS,17,EDWARDS,047,17047,SOUTHEAST,90,1993,1.0,41000,40000,1500000,37.5,2521.911192490491,40823.25,16187.42568
ILLINOIS,17,EDWARDS,047,17047,SOUTHEAST,90,1994,1.0,41000,40000,1480000,37.0,2488.285709923951,40278.94,16187.42568
ILLINOIS,17,EDWARDS,047,17047,SOUTHEAST,90,1995,1.0,45000,44800,1545600,34.5,2320.158297091252,42064.2768,18129.9167616
ILLINOIS,17,EDWARDS,047,17047,SOUTHEAST,90,1996,1.0,49000,48900,2151600,44.0,2959.0424658555094,58556.8698,19789.1278938
ILLINOIS,17,EDWARDS,047,17047,SOUTHEAST,90,1997,1.0,41000,40600,1522500,37.5,2521.911192490491,41435.59875,16430.2370652
ILLINOIS,17,EDWARDS,047,17047,SOUTHEAST,90,1998,1.0,51000,50600,1796300,35.5,2387.4092622243315,48887.20265,20477.0934852
ILLINOIS,17,EDWARDS,047,17047,SOUTHEAST,90,1999,1.0,44000,43500,1348500,31.0,2084.7799191254726,36700.10175,17603.825427
ILLINOIS,17,EDWARDS,047,17047,SOUTHEAST,90,2000,1.0,39000,38900,1711600,44.0,2959.0424658555094,46582.04979999999,15742.271473800001
ILLINOIS,17,EDWARDS,047,17047,SOUTHEAST,90,2001,1.0,41000,40700,1587300,39.0,2622.787640190111,43199.16315,16470.7056294
ILLINOIS,17,EDWARDS,047,17047,SOUTHEAST,90,2002,1.0,41000,40600,1136800,28.0,1883.0270237262332,30938.5804,16430.2370652
ILLINOIS,17,EDWARDS,047,17047,SOUTHEAST,90,2003,1.0,43000,42800,1412400,33.0,2219.281849391632,38439.17219999999,17320.5454776
ILLINOIS,17,EDWARDS,047,17047,SOUTHEAST,90,2004,1.0,40000,39800,1910400,48.0,3228.0463263878282,51992.4912,16106.488551600001
ILLINOIS,17,EDWARDS,047,17047,SOUTHEAST,90,2005,1.0,39000,38900,1672700,43.0,2891.7915007224296,45523.36685,15742.271473800001
ILLINOIS,17,EDWARDS,047,17047,SOUTHEAST,90,2006,1.0,41000,40800,1836000,45.0,3026.293430988589,49967.658,16511.1741936
ILLINOIS,17,EDWARDS,047,17047,SOUTHEAST,90,2007,1.0,41000,40900,1145200,28.0,1883.0270237262332,31167.190599999998,16551.6427578
ILLINOIS,17,EDWARDS,047,17047,SOUTHEAST,90,2008,1.0,41000,40900,1717800,42.0,2824.54053558935,46750.785899999995,16551.6427578
ILLINOIS,17,EDWARDS,047,17047,SOUTHEAST,90,2009,1.0,44000,43900,1799900,41.0,2757.28957045627,48985.17844999999,17765.6996838
ILLINOIS,17,EDWARDS,047,17047,SOUTHEAST,90,2010,1.0,43000,42900,1939000,45.2,3039.743624015205,52770.8545,17361.0140418
ILLINOIS,17,EDWARDS,047,17047,SOUTHEAST,90,2011,1.0,46000,45200,1965000,43.5,2925.4169832889697,53478.4575,18291.7910184
ILLINOIS,17,EDWARDS,047,17047,SOUTHEAST,90,2012,1.0,45000,43600,1572000,36.1,2427.759841304179,42782.766,17644.2939912
ILLINOIS,17,EDWARDS,047,17047,SOUTHEAST,90,2013,1.0,47200,46200,2017000,43.7,2938.8671763155858,54893.6635,18696.4766604
ILLINOIS,17,EDWARDS,047,17047,SOUTHEAST,90,2014,1.0,45800,45600,2418000,53.0,3564.3011520532273,65807.079,18453.6652752
ILLINOIS,17,EDWARDS,047,17047,SOUTHEAST,90,2016,1.0,48000,47500,2268000,47.7,3207.8710368479046,61724.754,19222.567995
ILLINOIS,17,EDWARDS,047,17047,SOUTHEAST,90,2017,1.0,47800,47600,2646000,55.6,3739.153661399235,72012.213,19263.0365592
ILLINOIS,17,EDWARDS,047,17047,SOUTHEAST,90,2018,1.0,52000,49900,2203000,44.1,2965.7675623688174,59955.7465,20193.8135358
ILLINOIS,17,EDWARDS,047,17047,SOUTHEAST,90,2020,1.0,50800,50400,2757000,54.7,3678.627792779463,75033.1335,20396.156356800002
ILLINOIS,17,EDWARDS,047,17047,SOUTHEAST,90,2021,1.0,50300,50000,3155000,63.1,4243.535899897333,85864.9025,20234.2821
ILLINOIS,17,EDWARDS,047,17047,SOUTHEAST,90,2022,1.0,53100,51100,2734000,53.5,3597.9266346197674,74407.177,20679.4363062
ILLINOIS,17,EDWARDS,047,17047,SOUTHEAST,90,2023,1.0,50200,50000,2785000,55.7,3745.878757912543,75795.1675,20234.2821
ILLINOIS,17,EFFINGHAM,049,17049,EAST SOUTHEAST,70,1980,1.0,92400,92000,2878600,31.5,2118.405401692012,78342.5383,37231.079064
ILLINOIS,17,EFFINGHAM,049,17049,EAST SOUTHEAST,70,1981,1.0,94200,93500,3139700,33.5,2252.907331958172,85448.50534999999,37838.107527
ILLINOIS,17,EFFINGHAM,049,17049,EAST SOUTHEAST,70,1982,1.0,90800,90000,3154100,35.0,2353.7837796577915,85840.40855,36421.707780000004
ILLINOIS,17,EFFINGHAM,049,17049,EAST SOUTHEAST,70,1983,1.0,88900,88000,1311900,15.0,1008.7644769961964,35704.014449999995,35612.336496
ILLINOIS,17,EFFINGHAM,049,17049,EAST SOUTHEAST,70,1984,1.0,98400,95000,2061100,21.5,1445.8957503612148,56093.86704999999,38445.13599
ILLINOIS,17,EFFINGHAM,049,17049,EAST SOUTHEAST,70,1985,1.0,96800,96000,3767100,39.0,2622.787640190111,102523.51005,38849.821632
ILLINOIS,17,EFFINGHAM,049,17049,EAST SOUTHEAST,70,1986,1.0,93100,91300,3647400,40.0,2690.0386053231905,99265.81469999999,36947.7991146
ILLINOIS,17,EFFINGHAM,049,17049,EAST SOUTHEAST,70,1987,1.0,88600,87600,2930100,33.5,2252.907331958172,79744.13655,35450.4622392
ILLINOIS,17,EFFINGHAM,049,17049,EAST SOUTHEAST,70,1988,1.0,83000,81800,1809800,22.0,1479.5212329277547,49254.611899999996,33103.2855156
ILLINOIS,17,EFFINGHAM,049,17049,EAST SOUTHEAST,70,1989,1.0,85300,84900,2824800,33.5,2252.907331958172,76878.34439999999,34357.8110058
ILLINOIS,17,EFFINGHAM,049,17049,EAST SOUTHEAST,70,1990,1.0,87500,86800,2771200,32.0,2152.0308842585523,75419.5936,35126.7137256
ILLINOIS,17,EFFINGHAM,049,17049,EAST SOUTHEAST,70,1991,1.0,88000,87200,2964800,34.0,2286.5328145247117,80688.51439999999,35288.5879824
ILLINOIS,17,EFFINGHAM,049,17049,EAST SOUTHEAST,70,1992,1.0,90000,89300,3304100,37.0,2488.285709923951,89922.73354999999,36138.4278306
ILLINOIS,17,EFFINGHAM,049,17049,EAST SOUTHEAST,70,1993,1.0,90000,89000,3248500,36.5,2454.6602273574113,88409.55175,36017.022138
ILLINOIS,17,EFFINGHAM,049,17049,EAST SOUTHEAST,70,1994,1.0,91000,90700,3491950,38.5,2589.1621576235707,95035.16522499999,36704.9877294
ILLINOIS,17,EFFINGHAM,049,17049,EAST SOUTHEAST,70,1995,1.0,95000,94500,3354750,35.5,2387.4092622243315,91301.198625,38242.793169000004
ILLINOIS,17,EFFINGHAM,049,17049,EAST SOUTHEAST,70,1996,1.0,95000,94500,3260250,34.5,2320.158297091252,88729.333875,38242.793169000004
ILLINOIS,17,EFFINGHAM,049,17049,EAST SOUTHEAST,70,1997,1.0,97000,96600,3525900,36.5,2454.6602273574113,95959.13144999999,39092.6330172
ILLINOIS,17,EFFINGHAM,049,17049,EAST SOUTHEAST,70,1998,1.0,100000,99500,3930250,39.5,2656.4131227566504,106963.718875,40266.221379
ILLINOIS,17,EFFINGHAM,049,17049,EAST SOUTHEAST,70,1999,1.0,101000,100600,3420400,34.0,2286.5328145247117,93087.89619999999,40711.3755852
ILLINOIS,17,EFFINGHAM,049,17049,EAST SOUTHEAST,70,2000,1.0,98000,97100,3884000,40.0,2690.0386053231905,105705.002,39294.9758382
ILLINOIS,17,EFFINGHAM,049,17049,EAST SOUTHEAST,70,2001,1.0,104000,102900,4424700,43.0,2891.7915007224296,120420.42284999999,41642.1525618
ILLINOIS,17,EFFINGHAM,049,17049,EAST SOUTHEAST,70,2002,1.0,103000,102700,3389100,33.0,2219.281849391632,92236.05105,41561.2154334
ILLINOIS,17,EFFINGHAM,049,17049,EAST SOUTHEAST,70,2003,1.0,104000,103800,4152000,40.0,2690.0386053231905,112998.756,42006.3696396
ILLINOIS,17,EFFINGHAM,049,17049,EAST SOUTHEAST,70,2004,1.0,100000,99700,4985000,50.0,3362.548256653988,135669.2675,40347.1585074
ILLINOIS,17,EFFINGHAM,049,17049,EAST SOUTHEAST,70,2005,1.0,98000,97400,3798600,39.0,2622.787640190111,103380.7983,39416.3815308
ILLINOIS,17,EFFINGHAM,049,17049,EAST SOUTHEAST,70,2006,1.0,104000,103200,4953600,48.0,3228.0463263878282,134814.7008,41763.5582544
ILLINOIS,17,EFFINGHAM,049,17049,EAST SOUTHEAST,70,2007,1.0,91000,90900,3272400,36.0,2421.034744790871,89060.0022,36785.924857800004
ILLINOIS,17,EFFINGHAM,049,17049,EAST SOUTHEAST,70,2008,1.0,101000,100800,4636800,46.0,3093.544396121669,126192.83039999999,40792.312713600004
ILLINOIS,17,EFFINGHAM,049,17049,EAST SOUTHEAST,70,2009,1.0,108000,107800,4204200,39.0,2622.787640190111,114419.40509999999,43625.1122076
ILLINOIS,17,EFFINGHAM,049,17049,EAST SOUTHEAST,70,2010,1.0,91000,90500,4510000,49.8,3349.0980636273716,122741.905,36624.050601
ILLINOIS,17,EFFINGHAM,049,17049,EAST SOUTHEAST,70,2011,1.0,95000,94600,4139000,43.8,2945.5922728288933,112644.9545,38283.2617332
ILLINOIS,17,EFFINGHAM,049,17049,EAST SOUTHEAST,70,2012,1.0,88000,87300,3669000,42.0,2824.54053558935,99853.6695,35329.056546600004
ILLINOIS,17,EFFINGHAM,049,17049,EAST SOUTHEAST,70,2013,1.0,91500,91400,4202000,46.0,3093.544396121669,114359.531,36988.2676788
ILLINOIS,17,EFFINGHAM,049,17049,EAST SOUTHEAST,70,2014,1.0,96600,96400,5664000,58.8,3954.3567498250895,154148.592,39011.6958888
ILLINOIS,17,EFFINGHAM,049,17049,EAST SOUTHEAST,70,2015,1.0,93200,92900,4908000,52.8,3550.8509590266112,133573.674,37595.2961418
ILLINOIS,17,EFFINGHAM,049,17049,EAST SOUTHEAST,70,2016,1.0,100500,100100,5821000,58.2,3914.0061707452423,158421.4255,40509.032764200005
ILLINOIS,17,EFFINGHAM,049,17049,EAST SOUTHEAST,70,2017,1.0,102000,101500,5617000,55.3,3718.9783718593103,152869.4635,41075.592663
ILLINOIS,17,EFFINGHAM,049,17049,EAST SOUTHEAST,70,2018,1.0,101000,98500,7105000,72.1,4848.79458609505,193366.1275,39861.535737
ILLINOIS,17,EFFINGHAM,049,17049,EAST SOUTHEAST,70,2019,1.0,97800,97500,5019000,51.5,3463.4247043536075,136594.5945,39456.850095
ILLINOIS,17,EFFINGHAM,049,17049,EAST SOUTHEAST,70,2020,1.0,97600,96900,5611000,57.9,3893.830881205318,152706.1705,39214.0387098
