county_ansi,year,pcp_win,pcp_prevND,tmin04,tmin05,tmin09,tmin10,tmax07,tmax08,tmax_jja,pdsi06,pdsi07,pdsi08,pdsi_jja,zndx07,zndx08,zndx_jja,pdsi_may
033,1997,11.67,7.08,38.2,48.2,55.2,44.3,87.3,82.7,83.13,1.49,-0.46,-0.06,0.32,-1.38,1.06,0.52,0.95
033,1998,8.94,4.78,44.6,58.5,59.6,46.6,84.8,85.4,84.33,1.92,2.04,2.34,2.1,0.98,1.52,1.73,1.13
033,1999,12.88,4.86,46.4,53.6,51.2,42.3,89.9,85.5,86.2,2.46,-0.33,-0.63,0.5,-1,-0.98,0.21,1.78
033,2000,7.85,3.57,40.4,55.9,54.9,47.5,83.8,84.9,83.87,0.89,1.92,3.24,2.02,3.35,4.57,3.53,-2.79
033,2001,4.13,5.72,48.2,54.9,53.5,44.2,86.9,86.5,85.17,-0.05,0.78,0.64,0.46,2.34,-0.17,0.67,-2.19
033,2002,9.5,7.18,46,50.8,58.8,45,90.6,87.9,88.4,-0.52,-1.26,-2.11,-1.3,-2.37,-2.94,-2.29,3.71
033,2003,6.43,5.18,44.6,53.7,53.6,43.8,86.6,86.4,84.13,0.34,0.77,0.96,0.69,1.39,0.8,0.78,0.33
033,2004,9.57,6.93,45.4,59.1,55.9,46.7,82.9,81.4,82.27,-1.27,1.17,1.6,0.5,3.51,1.66,1.14,-0.76
033,2005,11.18,7.22,44.8,49.6,59.7,45.8,87.4,88.5,87.17,-1.86,-2.02,-1.69,-1.86,-1.05,0.36,-0.73,-1.52
033,2006,11.49,6.52,46.9,53.4,54,42.5,87.6,86.1,86,-0.27,-0.53,0.53,-0.09,-0.86,1.59,-0.03,1.29
033,2007,11.48,9.06,41,57.4,58.2,50.2,85.1,92.6,87.87,-0.52,-0.99,-1.58,-1.03,-1.58,-2.06,-0.82,-1.01
033,2008,14.61,6.56,42.7,50,58,44.4,86.5,84.7,85.77,4.09,4.28,3.56,3.98,1.83,-0.83,2.18,2.5
033,2009,6.15,6.99,44.3,54.1,57.3,43.4,81.3,83.4,83.3,3.44,3.57,3.17,3.39,1.46,-0.1,0.98,3.25
033,2010,5.97,6.21,48.5,57,56.6,43.4,88.4,90.1,88.7,2.63,2.97,-0.56,1.68,1.83,-1.69,0.97,1.9
033,2011,9.42,6.48,46.1,54.8,56.1,43.2,90.8,87.4,87.9,3.71,3.36,2.13,3.07,0.09,-2.65,0.28,2.87
033,2012,7.1,11.47,44.7,58,55,44.4,96.7,88.1,90.7,-3.15,-4.43,-4.41,-4,-4.81,-1.31,-3.27,-2.14
033,2013,11.58,3.97,42.8,54.8,58,45.3,83,84.5,82.93,3.57,4.24,3.43,3.75,3.11,-1.12,2.36,2.09
033,2014,5.24,8.86,44.5,55.2,53.9,45.7,82,83.2,83.07,2.14,1.97,2.1,2.07,0.14,1.01,0.52,2.24
033,2015,8.39,5.51,45.1,56.8,58.8,46.4,85,83.5,83.63,3.34,3.04,2.72,3.03,0.14,-0.03,1.47,2.12
033,2016,7.84,12.2,43.1,52.7,60.1,50,85.1,85.5,86.1,1.2,1.51,2.84,1.85,1.29,4.45,1.55,1.74
033,2017,7.39,4.24,48,54.3,57.4,49.5,87.2,83,84.93,-0.59,-0.77,-0.99,-0.78,-0.72,-0.89,-0.92,-0.24
033,2018,11.66,5.75,36.4,62.3,63.6,46.1,87,85,86.07,1.07,0.79,1.01,0.96,-0.51,0.89,1.2,-0.74
033,2019,12.35,8.24,45.2,56.3,61.8,45.7,87.5,84.5,84.8,4.1,4.14,4.37,4.2,1.37,1.98,1.89,3.71
033,2020,14.51,7.07,40.8,52.3,56.1,43.2,87.8,83.3,85.5,2.73,3.93,3.46,3.37,4.46,-0.2,1.17,3.32
033,2021,9.68,6.56,43,51.3,58.4,52.9,84.1,86.1,84.67,0.57,1.71,2.48,1.59,3.59,2.82,2.03,0.76
033,2022,10.85,5.25,42,57.1,56.7,42.3,86,84.2,85.4,1.28,2.24,2.62,2.05,3.27,1.84,1.11,2.09
033,2023,11.09,4,42.3,53,56.9,46.8,86.8,84,84.9,-0.92,-0.94,-0.86,-0.91,-0.33,-0.05,-0.25,-0.89
033,2024,7.83,2.97,47.7,59.2,58.1,44.9,84.9,85.1,85.27,-2.45,-1.75,-2.26,-2.15,1.32,-2.05,-1,-1.88
033,2025,5.84,7.86,45.1,53.8,56.7,48.7,89.1,83.6,85.9,1.66,2.28,-0.06,1.29,2.37,-0.17,1.15,1.38
035,1980,6.78,5.46,40.3,53,56.4,39.8,90.7,89.2,87.57,-0.73,-0.76,-0.54,-0.68,-0.31,0.45,0.07,-0.84
035,1981,4.13,2.12,47,48.3,54.5,43,85.6,82.4,83.9,0.79,1.14,2.74,1.56,1.3,5.13,1.95,1.1
035,1982,11.19,3.93,37.6,57.1,54.7,43.8,85.4,82.4,81.83,2.07,2,2.04,2.04,0.44,0.73,0.55,2.12
035,1983,5.44,10.14,39.4,49.4,55.1,46.2,90.2,91.2,88.33,2.78,-0.48,-1.29,0.34,-1.45,-2.56,-0.77,2.46
035,1984,6.42,10.22,42.1,49.5,53.9,50.8,85.7,87.3,86.7,-1.08,-1.76,-2.27,-1.7,-2.36,-2.09,-2.57,2.76
035,1985,11.44,8.91,47.1,53.9,56.2,48.5,85.3,80.6,81.83,2.21,1.5,2.34,2.02,-1.44,2.98,1.3,1.59
035,1986,4.69,14.69,44.7,55,59.8,46.4,88.2,82.2,85.2,-2.13,0.77,0.13,-0.41,2.31,-1.68,-0.31,-1.81
035,1987,3.69,3.17,40.8,57.1,55.5,37.2,86.8,85.9,86.5,-2.87,-2,-2.68,-2.52,1.73,-2.65,-0.94,-2.5
035,1988,10.72,10.11,40.6,51.4,56.5,38,90.5,90.6,90.03,-2.51,-2.89,-3.6,-3,-1.91,-3.02,-2.83,-1.48
035,1989,6.7,9.2,41.7,49.2,53.6,45.2,85.4,84.4,84.2,0.25,0.91,1.13,0.76,2.05,0.93,0.63,0.69
035,1990,8.37,2.57,41.1,50.8,57.8,41.5,85.2,82.8,83.53,2.16,2.15,2.65,2.32,0.64,2.16,1.39,1.9
035,1991,7.4,12.79,47.3,60.1,56,46.6,87.7,87,86.97,-1.61,-2.21,-2.29,-2.04,-2.29,-0.93,-1.81,-0.98
035,1992,5.88,5.21,41.6,51,54.2,42.8,84.3,80.4,82.03,-2.61,0.83,0.5,-0.43,2.49,-0.74,-0.26,-1.98
035,1993,9.57,10.44,40.7,53.3,53.3,41.2,87.2,85.8,85.17,2.25,3.24,3.17,2.89,3.67,0.8,1.88,2.06
035,1994,5.1,8.98,42.8,48.7,54,45.6,85.4,82.8,84.8,-0.59,-0.81,-1.15,-0.85,-0.83,-1.29,-0.99,-0.35
035,1995,7.26,6.47,41.4,52.1,52.4,44.5,87.7,89.6,87,1.43,1.2,1.33,1.32,-0.25,0.77,0.29,1.46
035,1996,6.63,3.99,38.3,53.9,54.3,44.4,85.2,85.5,84.43,2.54,-0.51,-1.08,0.32,-1.54,-1.85,-0.85,2.53
035,1997,11.45,6.27,37.3,47.3,55.3,44.1,87.2,81.6,82.93,-0.06,-0.25,-0.1,-0.14,-0.59,0.37,0.22,-0.39
035,1998,9.53,4.48,43.9,58.5,60.3,46.6,84.6,85.4,84.13,1.76,1.76,-0.13,1.13,0.54,-0.38,1.05,0.85
035,1999,11.96,4.41,45.7,53,51.7,43.1,90,84.7,85.73,0.68,-0.64,-1.12,-0.36,-1.93,-1.63,-0.5,-0.65
035,2000,5.87,3.56,40.3,54.7,54.5,47,83.1,84.6,83.03,1.32,1.88,3,2.07,2.09,3.93,3.3,0.02
035,2001,4.93,5.42,48.2,54.3,53,43.9,86.4,86.1,84.5,-1.26,-0.81,-0.8,-0.96,0.98,-0.22,0.52,-1.7
035,2002,9.46,6.03,44.6,49.4,57.9,42.9,90,86.9,87.37,-0.3,-1.02,-1.46,-0.93,-2.26,-1.64,-1.6,4.09
035,2003,5,4.13,43.9,52.2,53,43.6,86.5,86.6,84.2,0.22,0.62,0.47,0.44,1.29,-0.26,0.16,0.45
035,2004,9.78,7.84,44,58,55.4,46.2,82.6,80.9,81.8,0.76,1.53,2.03,1.44,2.56,1.98,1.12,1.28
035,2005,11.06,7.56,44.3,48.8,59.2,45.2,88,87.3,87.2,-2.03,-2.23,-2.24,-2.17,-1.21,-0.73,-1.33,-1.5
035,2006,8.62,5.45,45.6,53,53.6,40.8,87.7,85.2,85.53,0.64,0.45,0.4,0.5,-0.37,-0.02,-0.3,0.91
035,2007,9.47,7.65,40.1,57.1,57.8,49.9,84.4,91.6,87.27,-1.21,-1.3,-1.9,-1.47,-0.64,-2.21,-0.96,-1.34
035,2008,13.64,5.53,41.6,49.6,57.8,44.1,85.4,83.7,84.73,3.05,3.88,3.02,3.32,3.42,-1.38,1.84,2.11
035,2009,7.09,6.78,43.4,53.2,55.6,42.8,80.9,82.7,82.67,3.32,3.23,3.21,3.25,0.75,0.97,0.82,3.42
035,2010,5.18,7.15,47.8,56,56.1,42.8,88.1,89.6,87.93,2.57,3.09,-0.55,1.7,2.36,-1.64,1.38,1.6
035,2011,9.53,5.63,45.4,53.9,53.9,43,90.6,87.6,87.47,2.87,2.38,1.22,2.16,-0.56,-2.76,-0.55,2.57
035,2012,6.31,10.77,43.4,57.3,53.9,42.9,96.4,87.8,90.17,-2.74,-4.13,-3.95,-3.61,-5.02,-0.73,-3.06,-1.78
035,2013,9.07,4.64,41.5,54.9,57.1,44.2,82.2,84,82.6,3.68,3.9,-0.63,2.32,1.79,-1.88,1.1,2.84
035,2014,5.99,5.8,44,54.3,53.1,44.7,81,82.7,82.4,0.83,0.79,0.93,0.85,0.15,0.65,0.57,0.58
035,2015,5.93,4.94,43.4,55.9,58,45.1,84,83.6,82.97,2.24,2.02,1.6,1.95,0.03,-0.66,1.34,0.78
035,2016,6.41,14.01,42.6,52,60.2,49.8,84.8,85.4,85.67,0.79,1.49,2.35,1.54,2.34,3.04,1.37,1.35
035,2017,5.34,4.14,46.8,53.4,56.4,49.4,87.2,82.2,84.63,-0.25,-0.29,-0.71,-0.42,-0.21,-1.34,-0.77,1.72
035,2018,10.91,3.81,35.3,61.3,61.4,45.1,84.8,84.2,84.83,2.46,2.94,3.3,2.9,2.19,1.99,2.9,1.06
035,2019,11.22,7.25,43.7,54.8,61.2,44.7,87,83.5,84.13,4.4,3.79,3.94,4.04,-0.47,1.63,1.37,3.8
035,2020,13.49,5.53,39.2,51.2,55,41.1,87,83,84.9,3.39,4.6,3.95,3.98,4.67,-0.53,1.46,3.69
035,2021,9.95,5.98,42.6,50.4,58.8,52.5,84.1,86.7,84.93,2.75,3.48,3.6,3.28,3.03,1.44,2.17,2.31
035,2022,11.45,5.28,41.5,56.3,56,41.2,85.7,83.7,85,2.19,3.05,4.06,3.1,3.24,3.99,1.96,2.95
035,2023,11.74,4.32,41.3,53,56.4,46.1,86.3,84.4,84.9,-1.25,-1.13,-1,-1.13,-0.01,0.03,-0.36,-0.99
035,2024,9.02,3.25,46.2,57.7,57,44.3,84.3,84.6,84.9,-2.07,-0.8,-1.05,-1.31,3.16,-0.98,0,-1.5
035,2025,5.27,7.25,44,52.9,56,48,88.1,84.6,85.7,0.9,1.38,-0.69,0.53,1.7,-2.06,-0.17,1.07
037,1980,3,5.08,36.8,48.3,53.5,37.1,85.7,82.5,82,0.57,0.91,2.16,1.21,1.19,4.06,1.77,0.61
037,1981,2.52,3.07,41.2,44.6,51,38.7,81.1,79.7,80.27,2.06,1.42,2.43,1.97,-1.3,3.49,1.6,1.33
037,1982,5.32,2.46,32.8,54.1,51.3,41,82.8,78.7,79,1.19,3.25,2.54,2.33,6.56,-1.15,1.88,1.23
037,1983,5.11,10.25,35.5,45.7,52.2,43,87.9,87.2,85.5,3.28,3.36,2.5,3.05,1.25,-1.54,-0.25,3.83
037,1984,4.53,7.53,38.2,45.4,50.9,44.7,82.8,85.5,83.57,-0.44,-0.76,-1.59,-0.93,-1.12,-2.73,-1.72,2.12
037,1985,7.83,5.85,43.3,49.8,53.3,41.8,82.8,78.3,79.6,-1.97,-1.87,-1.82,-1.89,-0.29,-0.44,-0.79,-1.59
037,1986,3.59,9.61,40,50.1,55.4,42.2,84.6,78.6,80.93,0.55,0.81,0.34,0.57,0.95,-1.15,0.07,0.45
037,1987,3.23,1.87,37.8,51.3,52,34.3,86.1,80,83.5,-1.3,-1.33,3.06,0.14,-0.5,9.18,2.5,-1
037,1988,5.25,8,35.8,46.9,51.9,34.3,89.4,87.4,87.63,-2.61,-3.49,-3.69,-3.26,-3.44,-1.68,-3.35,-1.08
037,1989,3.45,6.15,35.6,45.4,49.3,39.6,84.3,80.2,81.13,-3.29,1.37,1.75,-0.06,4.12,1.56,1.69,-3.44
037,1990,6.72,2.06,37.8,45.9,54.4,38.4,81.2,79.9,80.4,2.38,2.6,3.22,2.73,1.4,2.65,2.15,1.76
037,1991,5.51,6.83,41,55,50.7,40,86.2,84.7,85.33,-1.32,-2.26,-3,-2.19,-3.22,-2.91,-3.31,-0.06
037,1992,4.4,5.33,35.8,44.9,50.4,38.1,77.8,76.5,77.63,-2.76,0.69,0.32,-0.58,2.08,-0.9,-0.66,-1.9
037,1993,6.94,8.51,35.1,49.3,49.3,37.5,82.3,81.8,80.47,4.39,4.39,4.28,4.35,1.38,1.02,3.2,2.22
037,1994,4.84,3.14,37.8,46,53.8,42.8,82.3,78.1,81.43,0.76,0.26,1,0.67,-1.28,2.31,1.1,-1.95
037,1995,4.72,6.8,34.2,47,48.8,39.8,86.2,86.9,85.53,-1.03,-1.14,-1.46,-1.21,-0.65,-1.33,-1.69,2.49
037,1996,3.07,4.5,33,46,51.9,40.2,80.4,81.3,80.1,2.25,3.85,3.79,3.3,5.49,1,2.58,2.05
037,1997,7.94,2.93,33.6,42,52,41.1,83.7,78.4,80.83,-0.83,-1.43,-1.11,-1.12,-2.05,0.52,-1.02,-0.36
037,1998,7.43,3.17,39.5,53.7,55.6,43,82.9,82.3,81.27,1.37,1.15,1.18,1.23,-0.24,0.44,0.55,0.99
037,1999,5.56,3.18,40.5,50.8,48.6,38.1,87.1,79.1,82.3,2.25,1.8,1.54,1.86,-0.64,-0.24,0.42,1.71
037,2000,4.02,2.69,36,50.9,52.7,43.7,80.1,81.4,79.43,1.65,1.95,1.86,1.82,1.43,0.33,2.05,0.21
037,2001,5.54,4.61,40.9,50.7,50.7,41,85.3,83.3,82.1,-0.82,-1.37,-1.58,-1.26,-1.9,-1.07,-1.05,-0.84
037,2002,4.16,2.89,38.7,44.3,54.4,39.9,87.1,83.1,84.07,1.4,-0.75,-0.07,0.19,-2.24,1.81,0.21,1.17
037,2003,2.04,1.5,36.3,46.6,50.5,38.5,82.6,84.8,81.57,-2.67,-1.87,-2.51,-2.35,1.59,-2.49,-0.97,-2.24
037,2004,5.78,7.09,38,48.5,53.6,41.6,80.1,76.1,77.93,1.46,1.13,1.37,1.32,-0.53,1.07,0.29,1.51
037,2005,5.84,4.31,39.9,45.2,56.8,42.8,85.3,83.6,84.9,-3.03,-3.58,-3.78,-3.46,-2.59,-1.69,-2.94,-1.69
037,2006,7.17,3.63,40.6,48.6,51.2,37.7,84.8,81.7,81.77,-3.42,-3.19,-3.07,-3.23,-0.35,-0.62,-0.44,-3.69
037,2007,6.35,5.45,35.9,51.4,53.4,46.7,82,82.4,81.6,-0.99,0.86,3.18,1.02,2.59,7.22,3.17,-1
037,2008,7.35,4,38.8,43.4,54.5,40,82.7,80.5,81.23,2.26,2.99,2.47,2.57,2.9,-0.63,0.77,2.5
037,2009,8.68,6.64,35.9,48.2,53.3,39.1,76.5,77.2,77.53,4.99,4.54,5.19,4.91,0.17,3.35,1.72,4.96
037,2010,3.63,5.42,42.1,50.7,52.9,40.4,85.3,84.1,83.27,3.66,4.34,3.81,3.94,3.19,-0.26,2.36,2.53
037,2011,5.92,3.18,37.3,48,50.8,41.1,87.4,81.9,83.07,2.08,2.23,2.4,2.24,1.09,1.2,0.88,2.2
037,2012,4.63,6.61,37.8,52,49.6,38.2,90.5,83.1,85.47,-2.7,-3.31,-3.67,-3.23,-2.67,-2.11,-2.63,-1.86
037,2013,8.46,2.62,34.9,49.7,52.9,40.6,81.6,81.5,80.4,3.42,-0.49,-0.62,0.77,-1.47,-0.55,0.58,2.42
037,2014,4.78,3.78,35.3,48.1,50.6,40.2,78.3,81.1,79.97,1.36,1.48,1.98,1.61,0.78,1.95,2.27,-1.32
037,2015,2.84,2.18,37.9,50.6,57.5,42.5,80.8,79.6,79.33,2.31,2.29,1.98,2.19,0.65,-0.22,2,0.5
037,2016,4.77,10.77,37.2,48.6,58.2,46.4,82.8,82.9,82.6,1.85,2.41,2.94,2.4,2.25,2.33,1.57,2.02
037,2017,7.6,4.18,40.7,45.9,53.5,45.8,82.2,78.7,80.93,2.79,4.17,3.47,3.48,5.01,-0.81,1.5,3
037,2018,5.91,2.26,28.3,53.7,55.8,39.6,83.1,82.6,82.07,3.19,2.47,2.4,2.69,-1.17,0.53,1.14,2.04
037,2019,7.96,4.59,36.5,47,58.1,40.3,86.5,80.5,81.8,4.23,3.59,3.12,3.65,-0.62,-0.3,-0.54,4.98
037,2020,6.86,3.48,34.8,47.6,51.2,37.4,85.4,83,83.97,-0.44,-0.47,-1.5,-0.8,-0.21,-3.23,-1.59,4.24
037,2021,4.43,3.84,38.2,47.7,54.8,48.9,82,85.2,83.67,-1.85,-2.12,-2.2,-2.06,-1.39,-0.88,-0.84,-1.97
037,2022,5.12,2.47,34.9,51.5,54.1,38.3,82.3,80.5,81.67,0.39,0.96,2.14,1.16,1.83,3.82,1.5,0.86
037,2023,8.09,3.55,36.6,48.2,56,43.7,83,81,81.9,-1.76,-0.75,-1.24,-1.25,2.48,-1.68,-0.68,-0.9
037,2024,7.71,3.47,40,51.8,54.3,42.8,81.5,81.6,82.13,0.26,1.24,-0.19,0.44,3.03,-0.56,0.85,0.26
037,2025,4.86,4.12,38,46.9,54.2,45.6,85.1,81,83.07,-2.64,-1.87,-1.25,-1.92,1.5,1.27,0.39,-2.34
039,1980,5.9,3.98,37.6,51,56.1,39,90.2,87.4,86.33,-2.68,-3.27,-2.43,-2.79,-2.61,1.53,-0.19,-3.17
039,1981,3.92,3.01,45.5,46.6,53.5,42,82.9,80.3,82,1.58,3.41,5.15,3.38,5.97,6.27,4.47,1.33
039,1982,8.98,3.68,34.7,55.7,53.9,43.2,84.2,80.4,80.47,2.3,2.53,2.48,2.44,1.42,0.64,0.37,2.91
039,1983,4.75,11.52,37.4,47.8,53.5,45,90.3,90.7,88.03,-0.08,-1,-1.62,-0.9,-2.81,-2.17,-1.74,3.08
039,1984,7.62,8.79,40.4,47.4,52.9,48.5,83.7,86.2,85.27,-0.95,-0.82,-1.84,-1.2,0.08,-3.31,-2.03,2.58
039,1985,9.05,7.6,45,52.3,55.1,45.6,84.4,80.2,81.5,0.3,0.28,1.38,0.65,0.03,3.37,1.44,-0.97
039,1986,3.2,11.09,42.4,52.8,57.2,44.9,87.1,81.4,84.3,0.12,0.99,0.45,0.52,2.65,-1.3,0.42,0.17
039,1987,3.56,4.11,39.9,55.5,52.8,34.9,86.8,85,86.07,-2.34,-1.92,-1.54,-1.93,0.53,0.54,-0.05,-2.15
039,1988,5.62,9.31,38.4,49.6,53.6,35.7,90,90,89.23,-2.68,-3.76,-4.6,-3.68,-4.06,-3.68,-3.8,-1.62
039,1989,3.84,7.47,40,48.1,50.1,42.3,85.2,83.6,83.67,0.17,0.02,0.65,0.28,-0.41,1.91,0,0.75
039,1990,10.21,1.89,37.7,49,56.1,39.6,83,82.7,82.8,2.97,3.2,3.06,3.08,1.61,0.58,1.92,1.98
039,1991,4.69,10.27,44.7,58.1,54.6,44.8,88.1,85.8,87.13,-1.23,-1.54,-1.46,-1.41,-1.31,-0.24,-1.63,-0.13
039,1992,4.87,4.76,39.3,48.4,52.4,40.8,82.5,80.2,81.2,-2.16,3.03,2.34,1.07,9.08,-1.12,2.18,-1.88
039,1993,8.51,9.36,39.2,51.6,50.4,38.8,84.9,84.4,83.5,2.28,3.3,3.89,3.16,3.78,2.79,2.45,2.24
039,1994,4.05,5.31,40.3,47.7,51.6,44.1,84.6,81.4,83.83,2.67,1.91,1.63,2.07,-1.45,-0.26,-0.95,3.41
039,1995,7.06,7.38,37.5,49.4,49.6,40.7,87.1,89.5,86.8,-0.56,-1.18,-1.08,-0.94,-2.04,-0.06,-1.26,2.96
039,1996,3.96,3.41,34.8,50.7,52.1,41.5,83.7,83.5,82.97,0.97,1.15,-0.19,0.64,0.84,-0.56,-0.03,1.22
039,1997,8.43,5.04,34.6,46,53.9,41.9,85.4,80,81.77,0.42,0.11,1.25,0.59,-0.81,3.47,1.09,0.25
039,1998,9.88,5.07,41.7,56.1,58.3,44.3,84.2,84.1,83.03,3.28,-0.17,-0.15,0.99,-0.52,0.01,1.11,2.23
039,1999,7.17,3.11,42.9,52.8,50.1,40.4,88.3,82,84.13,1.03,0.57,1.33,0.98,-1.06,2.45,1.12,0.41
039,2000,4.74,2.78,38.7,53.1,53.2,45.6,82.6,85.2,82.7,0.67,-0.13,-0.14,0.13,-0.4,-0.07,0.51,-2.11
039,2001,6.73,5.28,44.3,53.1,51.3,42.9,86.4,85.6,84.03,-1.62,-1.64,-1.57,-1.61,-0.58,-0.29,-0.53,-1.54
039,2002,7.48,3.99,41.4,47.3,55.8,41.1,88.9,84.1,85.93,1.42,1.33,2.12,1.62,0.18,2.76,0.85,1.73
039,2003,4.11,2.41,40.6,49.9,51.6,41.5,84.9,85.7,83.17,0.04,1.13,1.09,0.75,3.28,0.22,0.99,0.24
039,2004,6.34,7.1,40.8,54.9,54.1,43.6,82.3,79.1,80.57,0.73,1.1,2.19,1.34,1.33,3.61,1.75,0.7
039,2005,9.53,6.42,42.4,47.7,57.3,43.8,86.9,85.5,86.3,-2.74,-2.67,-2.49,-2.63,-0.65,-0.27,-1.4,-1.83
039,2006,6.21,5.3,43.4,51.9,52.2,39.7,87.2,83.1,84.23,-2.43,0.69,1.09,-0.22,2.08,1.42,0.96,-2.48
039,2007,8.78,7.52,38.5,55.7,55.7,47.7,83.2,88.5,85.17,-0.76,-1,-1.68,-1.15,-0.96,-2.34,-0.94,-1.02
039,2008,11.14,6.47,40.2,47,55.3,42.1,84.3,82.6,83.63,1.65,2.51,1.6,1.92,3.1,-1.94,0.74,1.44
039,2009,5.94,4.98,40.7,51.5,54.3,41.4,79.1,80.3,80.9,3.23,3.55,4.04,3.61,1.96,2.57,1.97,3.08
039,2010,5.74,8.09,45,53.3,54.8,42,87.1,87.9,86.4,4.47,4.04,3.39,3.97,0.07,-0.69,1.49,3.1
039,2011,5.79,4.67,41.6,51.3,51.7,41.6,89.2,86.5,85.9,2.29,-0.51,-1.28,0.17,-1.53,-2.48,-1.08,2.27
039,2012,3.91,7.15,41.9,55.4,52.4,41.3,94,87.1,88.63,-4.14,-5.12,-4.72,-4.66,-4.2,-0.4,-2.5,-3.54
039,2013,6.88,3.66,39.2,53.5,55.4,43,82.4,83.8,82.63,2.28,-0.27,-1.18,0.28,-0.81,-2.8,-1.06,2.39
039,2014,6.5,3.97,40.6,52.8,52.4,43.1,80,82.7,81.77,0.75,1.61,2.61,1.66,2.8,3.5,2.85,-1.7
039,2015,4.21,3.67,41.7,54.6,57.9,43.9,82.8,82.8,82.2,2.79,3.39,2.82,3,2.67,-0.67,1.74,1.91
039,2016,5.23,11.69,40.9,51,60.1,48.8,84.3,84.8,85.07,1.41,2.52,3.11,2.35,3.77,2.57,1.78,1.94
039,2017,5.95,4.36,45.6,51,55.4,48.1,86.5,81.3,84.23,-0.87,-0.99,-1.18,-1.01,-0.62,-0.9,-1.23,-0.16
039,2018,9.04,2.6,32.8,59.3,58.8,43,83.6,84.8,84.4,0.78,0.98,0.58,0.78,0.84,-0.9,0.31,0.5
039,2019,10.95,6.52,42.1,53.2,60.7,43,87.8,82.7,84.03,3.41,2.43,2.37,2.74,-1.9,0.58,-0.55,3.93
039,2020,10.48,3.13,38.1,51,54,40.4,87,83.6,85.33,-0.55,-0.43,-1.1,-0.69,0.21,-2.14,-1.2,3.56
039,2021,9.03,3.72,41.4,50.9,57.5,50.9,83.2,85.8,84.6,0.87,1.03,1.23,1.04,0.75,0.92,1.16,0.3
039,2022,8.18,3.15,38.8,55,55.2,40,85.2,83.8,84.93,-0.95,-1.29,-1.07,-1.1,-1.31,0.26,-0.94,-0.4
039,2023,8.36,4.47,39.5,51.7,56.6,45.6,85.2,83.3,84.27,-1.75,0.1,0.29,-0.45,0.3,0.61,-0.46,-1.11
039,2024,6.77,4.13,43.2,55.8,55.1,43,83.5,83.6,84.07,-1.07,0.39,0.41,-0.09,1.17,0.18,-0.12,-0.56
039,2025,3.76,7.33,42,50.9,54.2,47.2,87.2,83.7,85.03,-1.72,-0.91,-1.47,-1.37,1.89,-1.95,-0.31,-1.6
041,1980,6.54,4.69,38.9,52.3,55.3,38.6,90.3,87.7,86.63,-1.76,-2.02,-1.43,-1.74,-1.32,1.14,-0.26,-1.74
041,1981,3.61,2.38,45.5,47.4,52.9,41.6,84.2,81.2,83.1,1.09,2.18,4,2.42,3.6,6.15,3.25,1.22
041,1982,10.43,3.74,35.9,55.8,53.7,43.1,85,81.4,81.27,2.04,2.07,1.75,1.95,0.74,-0.33,0.31,2.08
041,1983,4.82,8.93,38.5,48.6,54.5,45.2,90.1,90.1,88.13,1.96,-0.54,-1.09,0.11,-1.62,-1.82,-0.66,1.64
041,1984,6.56,9.35,41,47.8,52.5,49.3,85,86.9,86.53,-1.18,-1.33,-2.12,-1.54,-0.8,-2.77,-2.37,2.59
041,1985,10.46,7.12,45,53,54.2,46.7,85.1,80.1,81.93,0.32,0.17,1.32,0.6,-0.34,3.5,1.37,-0.95
041,1986,4.37,13.79,42.1,53.1,58.5,44.9,88,82.2,85.13,0.13,0.95,0.33,0.47,2.52,-1.57,0.42,0.02
041,1987,3.26,3.8,40.9,56.7,54.2,36.2,86.2,85.2,85.77,0.16,0.95,-0.17,0.31,2.44,-0.51,0.8,-2.5
041,1988,7.86,10.52,39,51.1,54.6,36.4,90.4,90,89.93,-2.78,-3.12,-4.07,-3.32,-1.87,-3.81,-3.28,-1.55
041,1989,5.98,8.82,40.9,48.7,52.4,43.9,84.8,83.5,83.6,0.43,0.14,0.02,0.2,-0.74,-0.32,-0.97,1.17
041,1990,8.4,2.59,39.7,49.9,56.6,40.6,84.5,82.7,83.2,1.36,1.31,1.33,1.33,0.25,0.48,0.84,0.85
041,1991,6.3,10.71,46,59.3,54.7,45.8,87.8,86.7,87.13,-1.89,-2.48,-2.37,-2.25,-2.34,-0.45,-1.98,-0.94
041,1992,5.26,5.02,40.3,49.6,53.7,42.7,82.6,79.9,81.23,-2.42,2.76,2.36,0.9,8.27,-0.33,1.88,-1.84
041,1993,8.48,10.48,40.5,53,52.4,40.7,86,85.1,84.23,2.52,3.14,3,2.89,2.65,0.55,1.07,2.8
041,1994,4.26,7.27,41.9,48.4,52.9,44.7,84.8,82.4,84.57,-0.79,-1.28,-1.04,-1.04,-1.7,0.33,-0.93,-0.35
041,1995,6.23,5.88,40.2,51,51.4,43.4,87.7,89,86.97,-0.38,-0.88,-0.5,-0.59,-1.6,0.87,-0.63,0.84
041,1996,6.41,4.02,36.8,52.4,53.4,43.4,84.6,84.8,83.93,0.01,-0.26,-0.75,-0.33,-0.79,-1.53,-0.76,3.23
041,1997,9.35,5.69,35.6,46.8,54.7,43.4,86.2,80.5,82.33,0.44,0.2,0.95,0.53,-0.6,2.32,0.84,0.2
041,1998,9.36,4.25,43.2,57.8,59.5,45.5,84.7,85.2,83.7,2.69,2.78,-0.47,1.67,1.12,-1.41,1.08,1.69
