state,state_ansi,county,county_ansi,ag_district,ag_district_code,year,is_county_estimate,acres_planted,acres_harvested,production_bu,yield_bu_ac
ILLINOIS,17,LAWRENCE,101,EAST SOUTHEAST,70,2003,1,86000,85400,3586800,42
ILLINOIS,17,LAWRENCE,101,EAST SOUTHEAST,70,2004,1,79000,78700,3620200,46
ILLINOIS,17,LAWRENCE,101,EAST SOUTHEAST,70,2005,1,80000,79700,3506800,44
ILLINOIS,17,LAWRENCE,101,EAST SOUTHEAST,70,2006,1,88000,87600,3942000,45
ILLINOIS,17,LAWRENCE,101,EAST SOUTHEAST,70,2007,1,76000,75800,2728800,36
ILLINOIS,17,LAWRENCE,101,EAST SOUTHEAST,70,2008,1,93000,91700,3759700,41
ILLINOIS,17,LAWRENCE,101,EAST SOUTHEAST,70,2009,1,90000,89400,3397200,38
ILLINOIS,17,LAWRENCE,101,EAST SOUTHEAST,70,2010,1,76000,75600,3380000,44.7
ILLINOIS,17,LAWRENCE,101,EAST SOUTHEAST,70,2011,1,80000,79700,3566000,44.7
ILLINOIS,17,LAWRENCE,101,EAST SOUTHEAST,70,2012,1,78000,77200,2672000,34.6
ILLINOIS,17,LAWRENCE,101,EAST SOUTHEAST,70,2013,1,83400,83100,3474000,41.8
ILLINOIS,17,LAWRENCE,101,EAST SOUTHEAST,70,2014,1,81400,80900,3652000,45.1
ILLINOIS,17,LAWRENCE,101,EAST SOUTHEAST,70,2015,1,81900,80700,4103000,50.8
ILLINOIS,17,LAWRENCE,101,EAST SOUTHEAST,70,2017,1,84000,83600,4260000,51
ILLINOIS,17,LAWRENCE,101,EAST SOUTHEAST,70,2018,1,91000,88800,4802000,54.1
ILLINOIS,17,LAWRENCE,101,EAST SOUTHEAST,70,2019,1,80000,79300,3792000,47.8
ILLINOIS,17,LAWRENCE,101,EAST SOUTHEAST,70,2020,1,85500,85100,4927000,57.9
ILLINOIS,17,LAWRENCE,101,EAST SOUTHEAST,70,2021,1,82800,82100,4959000,60.4
ILLINOIS,17,LAWRENCE,101,EAST SOUTHEAST,70,2022,1,90300,90000,5220000,58
ILLINOIS,17,LAWRENCE,101,EAST SOUTHEAST,70,2023,1,80200,79900,4858000,60.8
ILLINOIS,17,LAWRENCE,101,EAST SOUTHEAST,70,2024,1,90100,90000,5067000,56.3
ILLINOIS,17,LAWRENCE,101,EAST SOUTHEAST,70,2025,1,83500,83000,4540000,54.7
ILLINOIS,17,LEE,103,NORTHWEST,10,1980,1,111400,111000,4440800,40
ILLINOIS,17,LEE,103,NORTHWEST,10,1981,1,109200,108500,4780700,44
ILLINOIS,17,LEE,103,NORTHWEST,10,1982,1,113800,112800,4509100,40
ILLINOIS,17,LEE,103,NORTHWEST,10,1983,1,112800,112500,4559700,40.5
ILLINOIS,17,LEE,103,NORTHWEST,10,1984,1,111100,110000,4020200,36.5
ILLINOIS,17,LEE,103,NORTHWEST,10,1985,1,107400,106000,4693800,44.5
ILLINOIS,17,LEE,103,NORTHWEST,10,1986,1,107400,107100,4278600,40
ILLINOIS,17,LEE,103,NORTHWEST,10,1987,1,106000,105200,4464100,42.5
ILLINOIS,17,LEE,103,NORTHWEST,10,1988,1,108300,106700,2950800,27.5
ILLINOIS,17,LEE,103,NORTHWEST,10,1989,1,114500,113700,5025200,44
ILLINOIS,17,LEE,103,NORTHWEST,10,1990,1,112700,112500,5083600,45
ILLINOIS,17,LEE,103,NORTHWEST,10,1991,1,122000,120500,5362250,44.5
ILLINOIS,17,LEE,103,NORTHWEST,10,1992,1,125000,123000,5596500,45.5
ILLINOIS,17,LEE,103,NORTHWEST,10,1993,1,121000,118000,5192000,44
ILLINOIS,17,LEE,103,NORTHWEST,10,1994,1,125000,124300,6525750,52.5
ILLINOIS,17,LEE,103,NORTHWEST,10,1995,1,133000,132400,5891800,44.5
ILLINOIS,17,LEE,103,NORTHWEST,10,1996,1,133000,132200,5816800,44
ILLINOIS,17,LEE,103,NORTHWEST,10,1997,1,137000,136500,6415500,47
ILLINOIS,17,LEE,103,NORTHWEST,10,1998,1,142000,141700,7297550,51.5
ILLINOIS,17,LEE,103,NORTHWEST,10,1999,1,151000,150400,7068800,47
ILLINOIS,17,LEE,103,NORTHWEST,10,2000,1,153000,152600,7019600,46
ILLINOIS,17,LEE,103,NORTHWEST,10,2001,1,150000,148100,6812600,46
ILLINOIS,17,LEE,103,NORTHWEST,10,2002,1,146000,145500,6693000,46
ILLINOIS,17,LEE,103,NORTHWEST,10,2003,1,130000,129700,3891000,30
ILLINOIS,17,LEE,103,NORTHWEST,10,2004,1,118000,117600,5762400,49
ILLINOIS,17,LEE,103,NORTHWEST,10,2005,1,110000,109300,5137100,47
ILLINOIS,17,LEE,103,NORTHWEST,10,2006,1,117000,116500,6174500,53
ILLINOIS,17,LEE,103,NORTHWEST,10,2007,1,82000,81800,4008200,49
ILLINOIS,17,LEE,103,NORTHWEST,10,2008,1,87000,86300,3969800,46
ILLINOIS,17,LEE,103,NORTHWEST,10,2009,1,93000,92900,4180500,45
ILLINOIS,17,LEE,103,NORTHWEST,10,2010,1,92000,91600,5152000,56.2
ILLINOIS,17,LEE,103,NORTHWEST,10,2011,1,85000,84800,5055000,59.6
ILLINOIS,17,LEE,103,NORTHWEST,10,2012,1,90000,89000,4676000,52.5
ILLINOIS,17,LEE,103,NORTHWEST,10,2013,1,92600,92600,4985000,53.8
ILLINOIS,17,LEE,103,NORTHWEST,10,2014,1,102500,102400,6050000,59.1
ILLINOIS,17,LEE,103,NORTHWEST,10,2015,1,113500,113300,6856000,60.5
ILLINOIS,17,LEE,103,NORTHWEST,10,2016,1,113000,112800,6859000,60.8
ILLINOIS,17,LEE,103,NORTHWEST,10,2017,1,127500,127000,7550000,59.4
ILLINOIS,17,LEE,103,NORTHWEST,10,2018,1,136000,132200,8427000,63.7
ILLINOIS,17,LEE,103,NORTHWEST,10,2019,1,126500,122500,7311000,59.7
ILLINOIS,17,LEE,103,NORTHWEST,10,2020,1,123000,122500,7926000,64.7
ILLINOIS,17,LEE,103,NORTHWEST,10,2021,1,141500,140300,9484000,67.6
ILLINOIS,17,LEE,103,NORTHWEST,10,2022,1,141500,141000,9419000,66.8
ILLINOIS,17,LEE,103,NORTHWEST,10,2023,1,135000,134300,8694000,64.7
ILLINOIS,17,LIVINGSTON,105,EAST,50,1980,1,276200,275000,9369700,34
ILLINOIS,17,LIVINGSTON,105,EAST,50,1981,1,276000,274000,11057300,40.5
ILLINOIS,17,LIVINGSTON,105,EAST,50,1982,1,278000,277000,11716800,42.5
ILLINOIS,17,LIVINGSTON,105,EAST,50,1983,1,280000,280000,9611700,34.5
ILLINOIS,17,LIVINGSTON,105,EAST,50,1984,1,276100,273000,8131900,30
ILLINOIS,17,LIVINGSTON,105,EAST,50,1985,1,278700,275000,13410600,49
ILLINOIS,17,LIVINGSTON,105,EAST,50,1986,1,271400,270900,10822400,40
ILLINOIS,17,LIVINGSTON,105,EAST,50,1987,1,273000,271000,10282200,38
ILLINOIS,17,LIVINGSTON,105,EAST,50,1988,1,278000,277400,4742400,17
ILLINOIS,17,LIVINGSTON,105,EAST,50,1989,1,276100,275500,12997300,47
ILLINOIS,17,LIVINGSTON,105,EAST,50,1990,1,279000,277400,12262500,44
ILLINOIS,17,LIVINGSTON,105,EAST,50,1991,1,287000,284500,7823750,27.5
ILLINOIS,17,LIVINGSTON,105,EAST,50,1992,1,288000,287200,13063950,45.5
ILLINOIS,17,LIVINGSTON,105,EAST,50,1993,1,278000,274000,12604000,46
ILLINOIS,17,LIVINGSTON,105,EAST,50,1994,1,275000,272400,12939000,47.5
ILLINOIS,17,LIVINGSTON,105,EAST,50,1995,1,290000,288700,12269750,42.5
ILLINOIS,17,LIVINGSTON,105,EAST,50,1996,1,301000,300100,12754250,42.5
ILLINOIS,17,LIVINGSTON,105,EAST,50,1997,1,286000,284800,12673600,44.5
ILLINOIS,17,LIVINGSTON,105,EAST,50,1998,1,289000,287600,11504000,40
ILLINOIS,17,LIVINGSTON,105,EAST,50,1999,1,288000,287000,12628000,44
ILLINOIS,17,LIVINGSTON,105,EAST,50,2000,1,293000,292600,12874400,44
ILLINOIS,17,LIVINGSTON,105,EAST,50,2001,1,289000,285900,12865500,45
ILLINOIS,17,LIVINGSTON,105,EAST,50,2002,1,288000,287200,13785600,48
ILLINOIS,17,LIVINGSTON,105,EAST,50,2003,1,280000,279100,8652100,31
ILLINOIS,17,LIVINGSTON,105,EAST,50,2004,1,287000,286200,14596200,51
ILLINOIS,17,LIVINGSTON,105,EAST,50,2005,1,270000,268900,13445000,50
ILLINOIS,17,LIVINGSTON,105,EAST,50,2006,1,276000,274800,14289600,52
ILLINOIS,17,LIVINGSTON,105,EAST,50,2007,1,242000,241900,13062600,54
ILLINOIS,17,LIVINGSTON,105,EAST,50,2008,1,252000,251000,11797000,47
ILLINOIS,17,LIVINGSTON,105,EAST,50,2009,1,256000,254000,12954000,51
ILLINOIS,17,LIVINGSTON,105,EAST,50,2010,1,271000,270000,13787000,51.1
ILLINOIS,17,LIVINGSTON,105,EAST,50,2011,1,259000,258500,13359000,51.7
ILLINOIS,17,LIVINGSTON,105,EAST,50,2012,1,264000,262500,10826000,41.2
ILLINOIS,17,LIVINGSTON,105,EAST,50,2013,1,268500,268000,15097000,56.3
ILLINOIS,17,LIVINGSTON,105,EAST,50,2014,1,277500,277000,16232000,58.6
ILLINOIS,17,LIVINGSTON,105,EAST,50,2015,1,279000,278500,16569000,59.5
ILLINOIS,17,LIVINGSTON,105,EAST,50,2016,1,276500,275500,16692000,60.6
ILLINOIS,17,LIVINGSTON,105,EAST,50,2017,1,287000,286000,16813000,58.8
ILLINOIS,17,LIVINGSTON,105,EAST,50,2018,1,284000,276500,16856000,61
ILLINOIS,17,LIVINGSTON,105,EAST,50,2019,1,284000,283500,16121000,56.9
ILLINOIS,17,LIVINGSTON,105,EAST,50,2020,1,283000,282000,15792000,56
ILLINOIS,17,LIVINGSTON,105,EAST,50,2021,1,286000,284000,18744000,66
ILLINOIS,17,LIVINGSTON,105,EAST,50,2022,1,283000,282000,17907000,63.5
ILLINOIS,17,LIVINGSTON,105,EAST,50,2023,1,283000,282000,19091000,67.7
ILLINOIS,17,LIVINGSTON,105,EAST,50,2024,1,282500,281500,19508000,69.3
ILLINOIS,17,LIVINGSTON,105,EAST,50,2025,1,283000,281000,19614000,69.8
ILLINOIS,17,LOGAN,107,CENTRAL,40,1980,1,148500,148000,5448300,37
ILLINOIS,17,LOGAN,107,CENTRAL,40,1981,1,152300,150000,6225300,41.5
ILLINOIS,17,LOGAN,107,CENTRAL,40,1982,1,146300,145500,6186600,42.5
ILLINOIS,17,LOGAN,107,CENTRAL,40,1983,1,153600,153500,5501300,36
ILLINOIS,17,LOGAN,107,CENTRAL,40,1984,1,151600,150000,5755100,38.5
ILLINOIS,17,LOGAN,107,CENTRAL,40,1985,1,151100,149000,7424900,50
ILLINOIS,17,LOGAN,107,CENTRAL,40,1986,1,143600,143500,6664400,46.5
ILLINOIS,17,LOGAN,107,CENTRAL,40,1987,1,144000,143000,5711200,40
ILLINOIS,17,LOGAN,107,CENTRAL,40,1988,1,152900,152700,4376500,28.5
ILLINOIS,17,LOGAN,107,CENTRAL,40,1989,1,154000,153700,7403700,48
ILLINOIS,17,LOGAN,107,CENTRAL,40,1990,1,158400,156300,7216400,46
ILLINOIS,17,LOGAN,107,CENTRAL,40,1991,1,155000,153200,7430200,48.5
ILLINOIS,17,LOGAN,107,CENTRAL,40,1992,1,159000,156600,7281900,46.5
ILLINOIS,17,LOGAN,107,CENTRAL,40,1993,1,157000,154000,7007000,45.5
ILLINOIS,17,LOGAN,107,CENTRAL,40,1994,1,157000,155700,7707150,49.5
ILLINOIS,17,LOGAN,107,CENTRAL,40,1995,1,159000,158400,6732000,42.5
ILLINOIS,17,LOGAN,107,CENTRAL,40,1996,1,155000,154900,7280300,47
ILLINOIS,17,LOGAN,107,CENTRAL,40,1997,1,165000,164100,7302450,44.5
ILLINOIS,17,LOGAN,107,CENTRAL,40,1998,1,173000,172400,8447600,49
ILLINOIS,17,LOGAN,107,CENTRAL,40,1999,1,170000,169300,8465000,50
ILLINOIS,17,LOGAN,107,CENTRAL,40,2000,1,163000,162700,7646900,47
ILLINOIS,17,LOGAN,107,CENTRAL,40,2001,1,165000,164100,7712700,47
ILLINOIS,17,LOGAN,107,CENTRAL,40,2002,1,162000,161700,8408400,52
ILLINOIS,17,LOGAN,107,CENTRAL,40,2003,1,154000,153700,6301700,41
ILLINOIS,17,LOGAN,107,CENTRAL,40,2004,1,148000,147300,8248800,56
ILLINOIS,17,LOGAN,107,CENTRAL,40,2005,1,141000,140400,7441200,53
ILLINOIS,17,LOGAN,107,CENTRAL,40,2006,1,150000,149400,7768800,52
ILLINOIS,17,LOGAN,107,CENTRAL,40,2007,1,111000,110800,5540000,50
ILLINOIS,17,LOGAN,107,CENTRAL,40,2008,1,122000,119300,5965000,50
ILLINOIS,17,LOGAN,107,CENTRAL,40,2009,1,120000,119300,6084300,51
ILLINOIS,17,LOGAN,107,CENTRAL,40,2010,1,126000,125400,7229000,57.6
ILLINOIS,17,LOGAN,107,CENTRAL,40,2011,1,121000,120900,6671000,55.2
ILLINOIS,17,LOGAN,107,CENTRAL,40,2012,1,119000,118300,5593000,47.3
ILLINOIS,17,LOGAN,107,CENTRAL,40,2013,1,127500,127500,7344000,57.6
ILLINOIS,17,LOGAN,107,CENTRAL,40,2014,1,136500,135900,8673000,63.8
ILLINOIS,17,LOGAN,107,CENTRAL,40,2015,1,140500,140500,7955000,56.6
ILLINOIS,17,LOGAN,107,CENTRAL,40,2016,1,138000,137500,9156000,66.6
ILLINOIS,17,LOGAN,107,CENTRAL,40,2017,1,156500,155800,10087000,64.7
ILLINOIS,17,LOGAN,107,CENTRAL,40,2018,1,156000,152200,10663000,70.1
ILLINOIS,17,LOGAN,107,CENTRAL,40,2020,1,145000,144400,9920000,68.7
ILLINOIS,17,LOGAN,107,CENTRAL,40,2022,1,153000,152500,10950000,71.8
ILLINOIS,17,LOGAN,107,CENTRAL,40,2023,1,153000,152200,10410000,68.4
ILLINOIS,17,LOGAN,107,CENTRAL,40,2024,1,157000,156500,11581000,74
ILLINOIS,17,MACON,115,CENTRAL,40,1980,1,141500,141000,4835100,34.5
ILLINOIS,17,MACON,115,CENTRAL,40,1981,1,140200,139000,5768800,41.5
ILLINOIS,17,MACON,115,CENTRAL,40,1982,1,140400,140000,5812600,41.5
ILLINOIS,17,MACON,115,CENTRAL,40,1983,1,140900,140000,4515700,32.5
ILLINOIS,17,MACON,115,CENTRAL,40,1984,1,137600,136000,4630900,34
ILLINOIS,17,MACON,115,CENTRAL,40,1985,1,135800,135000,6659300,49.5
ILLINOIS,17,MACON,115,CENTRAL,40,1986,1,136100,135900,6175700,45.5
ILLINOIS,17,MACON,115,CENTRAL,40,1987,1,136600,135700,5758400,42.5
ILLINOIS,17,MACON,115,CENTRAL,40,1988,1,137400,137300,4142300,30
ILLINOIS,17,MACON,115,CENTRAL,40,1989,1,135400,135100,6038100,44.5
ILLINOIS,17,MACON,115,CENTRAL,40,1990,1,136300,136000,5878300,43
ILLINOIS,17,MACON,115,CENTRAL,40,1991,1,138000,137000,6439000,47
ILLINOIS,17,MACON,115,CENTRAL,40,1992,1,139000,138200,6702700,48.5
ILLINOIS,17,MACON,115,CENTRAL,40,1993,1,138000,135000,6480000,48
ILLINOIS,17,MACON,115,CENTRAL,40,1994,1,138000,135600,6644400,49
ILLINOIS,17,MACON,115,CENTRAL,40,1995,1,138000,137200,5419400,39.5
ILLINOIS,17,MACON,115,CENTRAL,40,1996,1,136000,135700,6106500,45
ILLINOIS,17,MACON,115,CENTRAL,40,1997,1,142000,141400,6292300,44.5
ILLINOIS,17,MACON,115,CENTRAL,40,1998,1,152000,151800,7362300,48.5
ILLINOIS,17,MACON,115,CENTRAL,40,1999,1,148000,147400,7517400,51
ILLINOIS,17,MACON,115,CENTRAL,40,2000,1,148000,147800,7242200,49
ILLINOIS,17,MACON,115,CENTRAL,40,2001,1,141000,140300,6594100,47
ILLINOIS,17,MACON,115,CENTRAL,40,2002,1,135000,134700,6600300,49
ILLINOIS,17,MACON,115,CENTRAL,40,2003,1,136000,135800,5975200,44
ILLINOIS,17,MACON,115,CENTRAL,40,2004,1,131000,130300,7166500,55
ILLINOIS,17,MACON,115,CENTRAL,40,2005,1,124000,123500,6669000,54
ILLINOIS,17,MACON,115,CENTRAL,40,2006,1,123000,122500,6860000,56
ILLINOIS,17,MACON,115,CENTRAL,40,2007,1,88000,87800,4653400,53
ILLINOIS,17,MACON,115,CENTRAL,40,2008,1,103000,102500,5227500,51
ILLINOIS,17,MACON,115,CENTRAL,40,2009,1,100000,99300,5461500,55
ILLINOIS,17,MACON,115,CENTRAL,40,2010,1,109000,108200,6532000,60.4
ILLINOIS,17,MACON,115,CENTRAL,40,2011,1,104000,103900,4855000,46.7
ILLINOIS,17,MACON,115,CENTRAL,40,2012,1,114000,112300,5031000,44.8
ILLINOIS,17,MACON,115,CENTRAL,40,2013,1,124500,124500,7031000,56.5
ILLINOIS,17,MACON,115,CENTRAL,40,2014,1,121500,121200,8163000,67.4
ILLINOIS,17,MACON,115,CENTRAL,40,2015,1,127000,127000,8564000,67.4
ILLINOIS,17,MACON,115,CENTRAL,40,2016,1,124500,123900,8453000,68.2
ILLINOIS,17,MACON,115,CENTRAL,40,2017,1,138000,137300,9088000,66.2
ILLINOIS,17,MACON,115,CENTRAL,40,2018,1,133000,129700,9753000,75.2
ILLINOIS,17,MACON,115,CENTRAL,40,2019,1,133500,133500,8518000,63.8
ILLINOIS,17,MACON,115,CENTRAL,40,2020,1,131500,130900,8666000,66.2
ILLINOIS,17,MACON,115,CENTRAL,40,2021,1,145500,144200,10728000,74.4
ILLINOIS,17,MACON,115,CENTRAL,40,2022,1,136500,136100,10044000,73.8
ILLINOIS,17,MACON,115,CENTRAL,40,2024,1,136000,135000,10500000,77.8
ILLINOIS,17,MACON,115,CENTRAL,40,2025,1,137000,136200,10344000,75.9
ILLINOIS,17,MACOUPIN,117,WEST SOUTHWEST,60,1980,1,184800,184000,5757500,31.5
ILLINOIS,17,MACOUPIN,117,WEST SOUTHWEST,60,1981,1,162500,160000,6235800,39
ILLINOIS,17,MACOUPIN,117,WEST SOUTHWEST,60,1982,1,161500,161000,6110600,38
ILLINOIS,17,MACOUPIN,117,WEST SOUTHWEST,60,1983,1,166800,165000,3539000,21.5
ILLINOIS,17,MACOUPIN,117,WEST SOUTHWEST,60,1984,1,166700,163000,5195500,32
ILLINOIS,17,MACOUPIN,117,WEST SOUTHWEST,60,1985,1,173000,168000,7005100,41.5
ILLINOIS,17,MACOUPIN,117,WEST SOUTHWEST,60,1986,1,166000,165500,6611700,40
ILLINOIS,17,MACOUPIN,117,WEST SOUTHWEST,60,1987,1,157500,153500,5211000,34
ILLINOIS,17,MACOUPIN,117,WEST SOUTHWEST,60,1988,1,169400,154300,4422400,28.5
ILLINOIS,17,MACOUPIN,117,WEST SOUTHWEST,60,1989,1,155500,152900,6302200,41
ILLINOIS,17,MACOUPIN,117,WEST SOUTHWEST,60,1990,1,159600,158900,5385200,34
ILLINOIS,17,MACOUPIN,117,WEST SOUTHWEST,60,1991,1,152000,148600,6018300,40.5
ILLINOIS,17,MACOUPIN,117,WEST SOUTHWEST,60,1992,1,160000,159200,7084400,44.5
ILLINOIS,17,MACOUPIN,117,WEST SOUTHWEST,60,1993,1,161000,159000,6916500,43.5
ILLINOIS,17,MACOUPIN,117,WEST SOUTHWEST,60,1994,1,154000,152900,6804050,44.5
ILLINOIS,17,MACOUPIN,117,WEST SOUTHWEST,60,1995,1,165000,163600,6298600,38.5
ILLINOIS,17,MACOUPIN,117,WEST SOUTHWEST,60,1996,1,148000,147800,6059800,41
ILLINOIS,17,MACOUPIN,117,WEST SOUTHWEST,60,1997,1,148000,147400,5896000,40
ILLINOIS,17,MACOUPIN,117,WEST SOUTHWEST,60,1998,1,158000,157300,6685250,42.5
ILLINOIS,17,MACOUPIN,117,WEST SOUTHWEST,60,1999,1,158000,157200,5973600,38
ILLINOIS,17,MACOUPIN,117,WEST SOUTHWEST,60,2000,1,159000,158100,7272600,46
ILLINOIS,17,MACOUPIN,117,WEST SOUTHWEST,60,2001,1,158000,157000,6751000,43
ILLINOIS,17,MACOUPIN,117,WEST SOUTHWEST,60,2002,1,158000,157700,7727300,49
ILLINOIS,17,MACOUPIN,117,WEST SOUTHWEST,60,2003,1,154000,153700,6609100,43
ILLINOIS,17,MACOUPIN,117,WEST SOUTHWEST,60,2004,1,145000,144700,7235000,50
ILLINOIS,17,MACOUPIN,117,WEST SOUTHWEST,60,2005,1,134000,133000,5719000,43
ILLINOIS,17,MACOUPIN,117,WEST SOUTHWEST,60,2006,1,136000,135400,6363800,47
ILLINOIS,17,MACOUPIN,117,WEST SOUTHWEST,60,2007,1,108000,107800,3988600,37
ILLINOIS,17,MACOUPIN,117,WEST SOUTHWEST,60,2008,1,127000,125500,5773000,46
ILLINOIS,17,MACOUPIN,117,WEST SOUTHWEST,60,2009,1,138000,137700,5783400,42
ILLINOIS,17,MACOUPIN,117,WEST SOUTHWEST,60,2010,1,124000,123600,6841000,55.3
ILLINOIS,17,MACOUPIN,117,WEST SOUTHWEST,60,2011,1,128000,127800,5142000,40.2
ILLINOIS,17,MACOUPIN,117,WEST SOUTHWEST,60,2012,1,132000,130700,6017000,46
ILLINOIS,17,MACOUPIN,117,WEST SOUTHWEST,60,2013,1,153000,152900,7514000,49.1
ILLINOIS,17,MACOUPIN,117,WEST SOUTHWEST,60,2014,1,149500,149300,8653000,58
ILLINOIS,17,MACOUPIN,117,WEST SOUTHWEST,60,2015,1,149500,149300,8218000,55
ILLINOIS,17,MACOUPIN,117,WEST SOUTHWEST,60,2016,1,158000,157400,9976000,63.4
ILLINOIS,17,MACOUPIN,117,WEST SOUTHWEST,60,2017,1,163000,162000,9928000,61.3
ILLINOIS,17,MACOUPIN,117,WEST SOUTHWEST,60,2018,1,176000,171500,11949000,69.7
ILLINOIS,17,MACOUPIN,117,WEST SOUTHWEST,60,2019,1,165000,164600,9597000,58.3
ILLINOIS,17,MACOUPIN,117,WEST SOUTHWEST,60,2020,1,171000,170300,11478000,67.4
ILLINOIS,17,MACOUPIN,117,WEST SOUTHWEST,60,2021,1,171500,170200,12050000,70.8
ILLINOIS,17,MACOUPIN,117,WEST SOUTHWEST,60,2022,1,181500,180900,11777000,65.1
ILLINOIS,17,MACOUPIN,117,WEST SOUTHWEST,60,2023,1,169500,168700,10746000,63.7
ILLINOIS,17,MACOUPIN,117,WEST SOUTHWEST,60,2024,1,178000,177500,11555000,65.1
ILLINOIS,17,MACOUPIN,117,WEST SOUTHWEST,60,2025,1,163000,162000,10481000,64.7
ILLINOIS,17,MADISON,119,WEST SOUTHWEST,60,1980,1,127600,127000,3909900,31
ILLINOIS,17,MADISON,119,WEST SOUTHWEST,60,1981,1,135600,134000,5086800,38
ILLINOIS,17,MADISON,119,WEST SOUTHWEST,60,1982,1,125100,124500,4414400,35.5
ILLINOIS,17,MADISON,119,WEST SOUTHWEST,60,1983,1,131900,130500,2932300,22.5
ILLINOIS,17,MADISON,119,WEST SOUTHWEST,60,1984,1,133700,128000,3461800,27
ILLINOIS,17,MADISON,119,WEST SOUTHWEST,60,1985,1,131700,130000,4375700,33.5
ILLINOIS,17,MADISON,119,WEST SOUTHWEST,60,1986,1,124600,124400,4472800,36
ILLINOIS,17,MADISON,119,WEST SOUTHWEST,60,1987,1,122900,120500,3669600,30.5
ILLINOIS,17,MADISON,119,WEST SOUTHWEST,60,1988,1,102300,100800,2635600,26
ILLINOIS,17,MADISON,119,WEST SOUTHWEST,60,1989,1,94700,93600,3207200,34.5
ILLINOIS,17,MADISON,119,WEST SOUTHWEST,60,1990,1,95600,94500,2924200,31
ILLINOIS,17,MADISON,119,WEST SOUTHWEST,60,1991,1,107000,106300,3720500,35
ILLINOIS,17,MADISON,119,WEST SOUTHWEST,60,1992,1,110000,109000,4142000,38
ILLINOIS,17,MADISON,119,WEST SOUTHWEST,60,1993,1,112000,108000,4266000,39.5
ILLINOIS,17,MADISON,119,WEST SOUTHWEST,60,1994,1,105000,104800,3982400,38
ILLINOIS,17,MADISON,119,WEST SOUTHWEST,60,1995,1,123000,122000,3843000,31.5
ILLINOIS,17,MADISON,119,WEST SOUTHWEST,60,1996,1,116000,115800,4400400,38
ILLINOIS,17,MADISON,119,WEST SOUTHWEST,60,1997,1,118000,117200,4395000,37.5
ILLINOIS,17,MADISON,119,WEST SOUTHWEST,60,1998,1,121000,119900,4796000,40
ILLINOIS,17,MADISON,119,WEST SOUTHWEST,60,1999,1,125000,124500,4357500,35
ILLINOIS,17,MADISON,119,WEST SOUTHWEST,60,2000,1,128000,126500,5060000,40
ILLINOIS,17,MADISON,119,WEST SOUTHWEST,60,2001,1,128000,127200,5215200,41
ILLINOIS,17,MADISON,119,WEST SOUTHWEST,60,2002,1,128000,127000,5715000,45
ILLINOIS,17,MADISON,119,WEST SOUTHWEST,60,2003,1,125000,124800,4617600,37
ILLINOIS,17,MADISON,119,WEST SOUTHWEST,60,2004,1,124000,123600,5685600,46
ILLINOIS,17,MADISON,119,WEST SOUTHWEST,60,2005,1,121000,120400,4936400,41
ILLINOIS,17,MADISON,119,WEST SOUTHWEST,60,2006,1,129000,128100,4227300,33
ILLINOIS,17,MADISON,119,WEST SOUTHWEST,60,2007,1,111000,110900,3437900,31
ILLINOIS,17,MADISON,119,WEST SOUTHWEST,60,2008,1,128000,126900,5964300,47
ILLINOIS,17,MADISON,119,WEST SOUTHWEST,60,2009,1,129000,128700,5276700,41
ILLINOIS,17,MADISON,119,WEST SOUTHWEST,60,2010,1,113000,112400,5628000,50.1
ILLINOIS,17,MADISON,119,WEST SOUTHWEST,60,2011,1,117000,116000,4041000,34.8
ILLINOIS,17,MADISON,119,WEST SOUTHWEST,60,2012,1,116000,113800,4139000,36.4
ILLINOIS,17,MADISON,119,WEST SOUTHWEST,60,2013,1,115500,115200,4982000,43.2
ILLINOIS,17,MADISON,119,WEST SOUTHWEST,60,2014,1,116500,116300,6124000,52.7
ILLINOIS,17,MADISON,119,WEST SOUTHWEST,60,2015,1,115500,115300,6352000,55.1
ILLINOIS,17,MADISON,119,WEST SOUTHWEST,60,2016,1,117500,117000,6404000,54.7
ILLINOIS,17,MADISON,119,WEST SOUTHWEST,60,2017,1,120000,119500,6781000,56.7
ILLINOIS,17,MADISON,119,WEST SOUTHWEST,60,2018,1,122000,118800,7425000,62.5
ILLINOIS,17,MADISON,119,WEST SOUTHWEST,60,2019,1,119000,118500,6707000,56.6
ILLINOIS,17,MADISON,119,WEST SOUTHWEST,60,2020,1,114000,113400,6634000,58.5
ILLINOIS,17,MADISON,119,WEST SOUTHWEST,60,2021,1,116000,114700,6997000,61
ILLINOIS,17,MADISON,119,WEST SOUTHWEST,60,2022,1,118000,117500,7003000,59.6
ILLINOIS,17,MADISON,119,WEST SOUTHWEST,60,2023,1,112000,111400,6227000,55.9
ILLINOIS,17,MADISON,119,WEST SOUTHWEST,60,2024,1,114000,113400,6112000,53.9
ILLINOIS,17,MADISON,119,WEST SOUTHWEST,60,2025,1,108500,107700,6494000,60.3
ILLINOIS,17,MARION,121,EAST SOUTHEAST,70,1980,1,108500,108000,2507100,23
ILLINOIS,17,MARION,121,EAST SOUTHEAST,70,1981,1,109200,108000,3571700,33
ILLINOIS,17,MARION,121,EAST SOUTHEAST,70,1982,1,114800,114500,3783400,33
ILLINOIS,17,MARION,121,EAST SOUTHEAST,70,1983,1,105500,104500,1396700,13.5
ILLINOIS,17,MARION,121,EAST SOUTHEAST,70,1984,1,112200,105000,2176800,20.5
