state,state_ansi,county,county_ansi,ag_district,ag_district_code,year,is_county_estimate,acres_planted,acres_harvested,production_bu,yield_bu_ac
ILLINOIS,17,GALLATIN,059,SOUTHEAST,90,1993,1,63000,62500,2187500,35
ILLINOIS,17,GALLATIN,059,SOUTHEAST,90,1994,1,63000,62400,2371200,38
ILLINOIS,17,GALLATIN,059,SOUTHEAST,90,1995,1,61000,60700,2124500,35
ILLINOIS,17,GALLATIN,059,SOUTHEAST,90,1996,1,69000,68700,2885400,42
ILLINOIS,17,GALLATIN,059,SOUTHEAST,90,1997,1,73000,72100,2884000,40
ILLINOIS,17,GALLATIN,059,SOUTHEAST,90,1998,1,76000,75700,2271000,30
ILLINOIS,17,GALLATIN,059,SOUTHEAST,90,1999,1,68000,67700,1760200,26
ILLINOIS,17,GALLATIN,059,SOUTHEAST,90,2000,1,64000,63900,2619900,41
ILLINOIS,17,GALLATIN,059,SOUTHEAST,90,2001,1,73000,72500,3117500,43
ILLINOIS,17,GALLATIN,059,SOUTHEAST,90,2002,1,68000,67500,1822500,27
ILLINOIS,17,GALLATIN,059,SOUTHEAST,90,2003,1,63000,62700,2382600,38
ILLINOIS,17,GALLATIN,059,SOUTHEAST,90,2004,1,77000,74300,3046300,41
ILLINOIS,17,GALLATIN,059,SOUTHEAST,90,2005,1,56000,55800,2566800,46
ILLINOIS,17,GALLATIN,059,SOUTHEAST,90,2006,1,71000,70700,3181500,45
ILLINOIS,17,GALLATIN,059,SOUTHEAST,90,2007,1,56000,55900,1956500,35
ILLINOIS,17,GALLATIN,059,SOUTHEAST,90,2008,1,70000,69800,2861800,41
ILLINOIS,17,GALLATIN,059,SOUTHEAST,90,2009,1,73000,72700,3489600,48
ILLINOIS,17,GALLATIN,059,SOUTHEAST,90,2010,1,63000,62900,2542000,40.4
ILLINOIS,17,GALLATIN,059,SOUTHEAST,90,2011,1,64000,63200,2655000,42
ILLINOIS,17,GALLATIN,059,SOUTHEAST,90,2012,1,53000,52300,1872000,35.8
ILLINOIS,17,GALLATIN,059,SOUTHEAST,90,2013,1,65300,64800,3112000,48
ILLINOIS,17,GALLATIN,059,SOUTHEAST,90,2014,1,72300,72200,3600000,49.9
ILLINOIS,17,GALLATIN,059,SOUTHEAST,90,2015,1,78000,71300,3680000,51.6
ILLINOIS,17,GALLATIN,059,SOUTHEAST,90,2016,1,76800,76600,3708000,48.4
ILLINOIS,17,GALLATIN,059,SOUTHEAST,90,2017,1,85500,84200,4592000,54.5
ILLINOIS,17,GALLATIN,059,SOUTHEAST,90,2018,1,79000,76300,3816000,50
ILLINOIS,17,GALLATIN,059,SOUTHEAST,90,2019,1,69700,63200,3001000,47.5
ILLINOIS,17,GALLATIN,059,SOUTHEAST,90,2020,1,71000,70700,4072000,57.6
ILLINOIS,17,GALLATIN,059,SOUTHEAST,90,2021,1,74100,73500,4594000,62.5
ILLINOIS,17,GALLATIN,059,SOUTHEAST,90,2022,1,79300,79000,4369000,55.3
ILLINOIS,17,GREENE,061,WEST SOUTHWEST,60,1980,1,90400,90000,2816200,31.5
ILLINOIS,17,GREENE,061,WEST SOUTHWEST,60,1981,1,84000,82000,3237400,39.5
ILLINOIS,17,GREENE,061,WEST SOUTHWEST,60,1982,1,88500,87000,3345400,38.5
ILLINOIS,17,GREENE,061,WEST SOUTHWEST,60,1983,1,84300,84000,2016200,24
ILLINOIS,17,GREENE,061,WEST SOUTHWEST,60,1984,1,86000,84500,2815800,33.5
ILLINOIS,17,GREENE,061,WEST SOUTHWEST,60,1985,1,88100,87000,3540200,40.5
ILLINOIS,17,GREENE,061,WEST SOUTHWEST,60,1986,1,93400,93100,3533300,38
ILLINOIS,17,GREENE,061,WEST SOUTHWEST,60,1987,1,89600,87500,3319900,38
ILLINOIS,17,GREENE,061,WEST SOUTHWEST,60,1988,1,88900,88300,2619600,29.5
ILLINOIS,17,GREENE,061,WEST SOUTHWEST,60,1989,1,79400,78400,2958900,37.5
ILLINOIS,17,GREENE,061,WEST SOUTHWEST,60,1990,1,80700,80500,3005000,37.5
ILLINOIS,17,GREENE,061,WEST SOUTHWEST,60,1991,1,82000,81500,3667500,45
ILLINOIS,17,GREENE,061,WEST SOUTHWEST,60,1992,1,83000,82300,3456600,42
ILLINOIS,17,GREENE,061,WEST SOUTHWEST,60,1993,1,82000,66000,2838000,43
ILLINOIS,17,GREENE,061,WEST SOUTHWEST,60,1994,1,90000,89100,4054050,45.5
ILLINOIS,17,GREENE,061,WEST SOUTHWEST,60,1995,1,91000,90500,3755750,41.5
ILLINOIS,17,GREENE,061,WEST SOUTHWEST,60,1996,1,90000,89900,3820750,42.5
ILLINOIS,17,GREENE,061,WEST SOUTHWEST,60,1997,1,99000,98700,4293450,43.5
ILLINOIS,17,GREENE,061,WEST SOUTHWEST,60,1998,1,103000,101800,4428300,43.5
ILLINOIS,17,GREENE,061,WEST SOUTHWEST,60,1999,1,102000,101600,4165600,41
ILLINOIS,17,GREENE,061,WEST SOUTHWEST,60,2000,1,106000,105800,5078400,48
ILLINOIS,17,GREENE,061,WEST SOUTHWEST,60,2001,1,98000,97400,4577800,47
ILLINOIS,17,GREENE,061,WEST SOUTHWEST,60,2002,1,99000,98700,4935000,50
ILLINOIS,17,GREENE,061,WEST SOUTHWEST,60,2003,1,105000,104800,4716000,45
ILLINOIS,17,GREENE,061,WEST SOUTHWEST,60,2004,1,94000,93700,4872400,52
ILLINOIS,17,GREENE,061,WEST SOUTHWEST,60,2005,1,87000,86500,3719500,43
ILLINOIS,17,GREENE,061,WEST SOUTHWEST,60,2006,1,95000,94600,4257000,45
ILLINOIS,17,GREENE,061,WEST SOUTHWEST,60,2007,1,75000,74700,2913300,39
ILLINOIS,17,GREENE,061,WEST SOUTHWEST,60,2008,1,87000,85000,3825000,45
ILLINOIS,17,GREENE,061,WEST SOUTHWEST,60,2009,1,85000,84100,4120900,49
ILLINOIS,17,GREENE,061,WEST SOUTHWEST,60,2010,1,91000,90600,4888000,54
ILLINOIS,17,GREENE,061,WEST SOUTHWEST,60,2011,1,82000,80600,3894000,48.3
ILLINOIS,17,GREENE,061,WEST SOUTHWEST,60,2012,1,90000,89500,4371000,48.8
ILLINOIS,17,GREENE,061,WEST SOUTHWEST,60,2013,1,99400,99300,4911000,49.5
ILLINOIS,17,GREENE,061,WEST SOUTHWEST,60,2014,1,95500,95000,5103000,53.7
ILLINOIS,17,GREENE,061,WEST SOUTHWEST,60,2015,1,91900,91500,5116000,55.9
ILLINOIS,17,GREENE,061,WEST SOUTHWEST,60,2016,1,96600,96300,6021000,62.5
ILLINOIS,17,GREENE,061,WEST SOUTHWEST,60,2017,1,99600,99300,6347000,63.9
ILLINOIS,17,GREENE,061,WEST SOUTHWEST,60,2018,1,107000,104000,7292000,70.1
ILLINOIS,17,GREENE,061,WEST SOUTHWEST,60,2019,1,97100,95600,5803000,60.7
ILLINOIS,17,GREENE,061,WEST SOUTHWEST,60,2020,1,104000,103500,6748000,65.2
ILLINOIS,17,GREENE,061,WEST SOUTHWEST,60,2022,1,113000,112600,7499000,66.6
ILLINOIS,17,GREENE,061,WEST SOUTHWEST,60,2023,1,106000,105500,7005000,66.4
ILLINOIS,17,GREENE,061,WEST SOUTHWEST,60,2024,1,110500,110100,7760000,70.5
ILLINOIS,17,GREENE,061,WEST SOUTHWEST,60,2025,1,103500,102700,7045000,68.6
ILLINOIS,17,GRUNDY,063,NORTHEAST,20,1980,1,80400,80000,2858900,35.5
ILLINOIS,17,GRUNDY,063,NORTHEAST,20,1981,1,88600,88000,3650300,41.5
ILLINOIS,17,GRUNDY,063,NORTHEAST,20,1982,1,88800,88500,3506200,39.5
ILLINOIS,17,GRUNDY,063,NORTHEAST,20,1983,1,83600,83500,2946800,35.5
ILLINOIS,17,GRUNDY,063,NORTHEAST,20,1984,1,87400,86500,2577200,30
ILLINOIS,17,GRUNDY,063,NORTHEAST,20,1985,1,85500,85000,3552200,42
ILLINOIS,17,GRUNDY,063,NORTHEAST,20,1986,1,90300,88300,3527600,40
ILLINOIS,17,GRUNDY,063,NORTHEAST,20,1987,1,86100,85300,3236400,38
ILLINOIS,17,GRUNDY,063,NORTHEAST,20,1988,1,85500,85200,2013500,23.5
ILLINOIS,17,GRUNDY,063,NORTHEAST,20,1989,1,88500,88100,4025000,45.5
ILLINOIS,17,GRUNDY,063,NORTHEAST,20,1990,1,85200,85000,3799200,44.5
ILLINOIS,17,GRUNDY,063,NORTHEAST,20,1991,1,87000,86800,2170000,25
ILLINOIS,17,GRUNDY,063,NORTHEAST,20,1992,1,94000,93600,4212000,45
ILLINOIS,17,GRUNDY,063,NORTHEAST,20,1993,1,92000,91600,4122000,45
ILLINOIS,17,GRUNDY,063,NORTHEAST,20,1994,1,91000,90500,4479750,49.5
ILLINOIS,17,GRUNDY,063,NORTHEAST,20,1995,1,92000,91900,3813850,41.5
ILLINOIS,17,GRUNDY,063,NORTHEAST,20,1996,1,96000,95800,3544600,37
ILLINOIS,17,GRUNDY,063,NORTHEAST,20,1997,1,86000,85700,3856500,45
ILLINOIS,17,GRUNDY,063,NORTHEAST,20,1998,1,95000,94900,4365400,46
ILLINOIS,17,GRUNDY,063,NORTHEAST,20,1999,1,95000,94600,3973200,42
ILLINOIS,17,GRUNDY,063,NORTHEAST,20,2000,1,96000,95700,4306500,45
ILLINOIS,17,GRUNDY,063,NORTHEAST,20,2001,1,98000,97300,4281200,44
ILLINOIS,17,GRUNDY,063,NORTHEAST,20,2002,1,94000,93400,3829400,41
ILLINOIS,17,GRUNDY,063,NORTHEAST,20,2003,1,92000,91900,3400300,37
ILLINOIS,17,GRUNDY,063,NORTHEAST,20,2004,1,89000,88800,4351200,49
ILLINOIS,17,GRUNDY,063,NORTHEAST,20,2005,1,84000,83600,3762000,45
ILLINOIS,17,GRUNDY,063,NORTHEAST,20,2006,1,90000,89600,4390400,49
ILLINOIS,17,GRUNDY,063,NORTHEAST,20,2007,1,68000,67800,3186600,47
ILLINOIS,17,GRUNDY,063,NORTHEAST,20,2008,1,76000,75400,3543800,47
ILLINOIS,17,GRUNDY,063,NORTHEAST,20,2009,1,87000,86900,4171200,48
ILLINOIS,17,GRUNDY,063,NORTHEAST,20,2010,1,85000,84800,4023000,47.4
ILLINOIS,17,GRUNDY,063,NORTHEAST,20,2011,1,79000,78900,3926000,49.8
ILLINOIS,17,GRUNDY,063,NORTHEAST,20,2012,1,84000,83700,3671000,43.9
ILLINOIS,17,GRUNDY,063,NORTHEAST,20,2013,1,84500,84400,4853000,57.5
ILLINOIS,17,GRUNDY,063,NORTHEAST,20,2014,1,91200,91000,5309000,58.3
ILLINOIS,17,GRUNDY,063,NORTHEAST,20,2015,1,88900,88500,4704000,53.2
ILLINOIS,17,GRUNDY,063,NORTHEAST,20,2016,1,93500,93400,5416000,58
ILLINOIS,17,GRUNDY,063,NORTHEAST,20,2017,1,96000,95700,5485000,57.3
ILLINOIS,17,GRUNDY,063,NORTHEAST,20,2018,1,93000,90700,5304000,58.5
ILLINOIS,17,GRUNDY,063,NORTHEAST,20,2019,1,81800,81600,3995000,49
ILLINOIS,17,GRUNDY,063,NORTHEAST,20,2020,1,91300,90800,5103000,56.2
ILLINOIS,17,GRUNDY,063,NORTHEAST,20,2021,1,89700,89000,5296000,59.5
ILLINOIS,17,GRUNDY,063,NORTHEAST,20,2022,1,97300,97000,6121000,63.1
ILLINOIS,17,GRUNDY,063,NORTHEAST,20,2023,1,87800,87400,5296000,60.6
ILLINOIS,17,HAMILTON,065,SOUTHEAST,90,1980,1,91100,90000,2152200,24
ILLINOIS,17,HAMILTON,065,SOUTHEAST,90,1981,1,80200,79500,2293800,29
ILLINOIS,17,HAMILTON,065,SOUTHEAST,90,1982,1,78300,78000,2122000,27
ILLINOIS,17,HAMILTON,065,SOUTHEAST,90,1983,1,78400,77500,1030300,13.5
ILLINOIS,17,HAMILTON,065,SOUTHEAST,90,1984,1,80000,78000,1607700,20.5
ILLINOIS,17,HAMILTON,065,SOUTHEAST,90,1985,1,69500,69000,2114200,30.5
ILLINOIS,17,HAMILTON,065,SOUTHEAST,90,1986,1,68700,68600,2329500,34
ILLINOIS,17,HAMILTON,065,SOUTHEAST,90,1987,1,65700,64900,1846800,28.5
ILLINOIS,17,HAMILTON,065,SOUTHEAST,90,1988,1,55900,55600,1397800,25
ILLINOIS,17,HAMILTON,065,SOUTHEAST,90,1989,1,57900,57800,1664800,29
ILLINOIS,17,HAMILTON,065,SOUTHEAST,90,1990,1,76700,76400,2176500,28.5
ILLINOIS,17,HAMILTON,065,SOUTHEAST,90,1991,1,75000,74600,2163400,29
ILLINOIS,17,HAMILTON,065,SOUTHEAST,90,1992,1,65000,64500,2386500,37
ILLINOIS,17,HAMILTON,065,SOUTHEAST,90,1993,1,72000,71500,2609750,36.5
ILLINOIS,17,HAMILTON,065,SOUTHEAST,90,1994,1,68000,67300,2456450,36.5
ILLINOIS,17,HAMILTON,065,SOUTHEAST,90,1995,1,82000,80900,2507900,31
ILLINOIS,17,HAMILTON,065,SOUTHEAST,90,1996,1,81000,80700,3187650,39.5
ILLINOIS,17,HAMILTON,065,SOUTHEAST,90,1997,1,77000,76700,2837900,37
ILLINOIS,17,HAMILTON,065,SOUTHEAST,90,1998,1,93000,92500,2963500,32
ILLINOIS,17,HAMILTON,065,SOUTHEAST,90,1999,1,88000,87500,2362500,27
ILLINOIS,17,HAMILTON,065,SOUTHEAST,90,2000,1,80000,79200,3009600,38
ILLINOIS,17,HAMILTON,065,SOUTHEAST,90,2001,1,87000,86500,3546500,41
ILLINOIS,17,HAMILTON,065,SOUTHEAST,90,2002,1,89000,88100,2466800,28
ILLINOIS,17,HAMILTON,065,SOUTHEAST,90,2003,1,79000,78800,2048800,26
ILLINOIS,17,HAMILTON,065,SOUTHEAST,90,2004,1,84000,83800,3771000,45
ILLINOIS,17,HAMILTON,065,SOUTHEAST,90,2005,1,79000,78700,3462800,44
ILLINOIS,17,HAMILTON,065,SOUTHEAST,90,2006,1,90000,89600,3673600,41
ILLINOIS,17,HAMILTON,065,SOUTHEAST,90,2007,1,77000,76800,1920000,25
ILLINOIS,17,HAMILTON,065,SOUTHEAST,90,2008,1,98000,97800,3912000,40
ILLINOIS,17,HAMILTON,065,SOUTHEAST,90,2009,1,90000,89400,3844200,43
ILLINOIS,17,HAMILTON,065,SOUTHEAST,90,2010,1,82000,81800,3037000,37.1
ILLINOIS,17,HAMILTON,065,SOUTHEAST,90,2011,1,85000,82500,2711000,32.9
ILLINOIS,17,HAMILTON,065,SOUTHEAST,90,2012,1,83000,81700,2302000,28.2
ILLINOIS,17,HAMILTON,065,SOUTHEAST,90,2013,1,101500,99000,4183000,42.3
ILLINOIS,17,HAMILTON,065,SOUTHEAST,90,2014,1,97800,96500,4442000,46
ILLINOIS,17,HAMILTON,065,SOUTHEAST,90,2016,1,110500,108700,5016000,46.1
ILLINOIS,17,HAMILTON,065,SOUTHEAST,90,2017,1,101000,100300,5146000,51.3
ILLINOIS,17,HAMILTON,065,SOUTHEAST,90,2018,1,99000,94300,4830000,51.2
ILLINOIS,17,HAMILTON,065,SOUTHEAST,90,2020,1,95100,94700,4905000,51.8
ILLINOIS,17,HAMILTON,065,SOUTHEAST,90,2022,1,99800,99500,4995000,50.2
ILLINOIS,17,HANCOCK,067,WEST,30,1980,1,151000,150000,5292300,35.5
ILLINOIS,17,HANCOCK,067,WEST,30,1981,1,142200,141000,5291300,37.5
ILLINOIS,17,HANCOCK,067,WEST,30,1982,1,142400,142000,5516100,39
ILLINOIS,17,HANCOCK,067,WEST,30,1983,1,139200,139000,4013400,29
ILLINOIS,17,HANCOCK,067,WEST,30,1984,1,152500,151000,4770000,31.5
ILLINOIS,17,HANCOCK,067,WEST,30,1985,1,144400,143000,5885000,41
ILLINOIS,17,HANCOCK,067,WEST,30,1986,1,152500,152000,5920500,39
ILLINOIS,17,HANCOCK,067,WEST,30,1987,1,148500,147500,5080900,34.5
ILLINOIS,17,HANCOCK,067,WEST,30,1988,1,150600,147700,3936100,26.5
ILLINOIS,17,HANCOCK,067,WEST,30,1989,1,143000,142600,4248900,30
ILLINOIS,17,HANCOCK,067,WEST,30,1990,1,159400,159300,5633500,35.5
ILLINOIS,17,HANCOCK,067,WEST,30,1991,1,146000,144700,5859100,40.5
ILLINOIS,17,HANCOCK,067,WEST,30,1992,1,153000,152500,7091250,46.5
ILLINOIS,17,HANCOCK,067,WEST,30,1993,1,150000,139000,5977000,43
ILLINOIS,17,HANCOCK,067,WEST,30,1994,1,154000,153300,7358400,48
ILLINOIS,17,HANCOCK,067,WEST,30,1995,1,160000,159400,6216600,39
ILLINOIS,17,HANCOCK,067,WEST,30,1996,1,143000,142600,6203100,43.5
ILLINOIS,17,HANCOCK,067,WEST,30,1997,1,154000,153000,7267500,47.5
ILLINOIS,17,HANCOCK,067,WEST,30,1998,1,165000,164700,7246800,44
ILLINOIS,17,HANCOCK,067,WEST,30,1999,1,168000,166900,6509100,39
ILLINOIS,17,HANCOCK,067,WEST,30,2000,1,154000,153700,7070200,46
ILLINOIS,17,HANCOCK,067,WEST,30,2001,1,155000,153700,7070200,46
ILLINOIS,17,HANCOCK,067,WEST,30,2002,1,153000,152700,7176900,47
ILLINOIS,17,HANCOCK,067,WEST,30,2003,1,153000,152700,6566100,43
ILLINOIS,17,HANCOCK,067,WEST,30,2004,1,150000,149600,7779200,52
ILLINOIS,17,HANCOCK,067,WEST,30,2005,1,148000,147400,6780400,46
ILLINOIS,17,HANCOCK,067,WEST,30,2006,1,152000,151400,6661600,44
ILLINOIS,17,HANCOCK,067,WEST,30,2007,1,130000,129700,5966200,46
ILLINOIS,17,HANCOCK,067,WEST,30,2008,1,133000,127500,6375000,50
ILLINOIS,17,HANCOCK,067,WEST,30,2009,1,140000,139700,6985000,50
ILLINOIS,17,HANCOCK,067,WEST,30,2010,1,137000,136400,6756000,49.5
ILLINOIS,17,HANCOCK,067,WEST,30,2011,1,145000,144600,6579000,45.5
ILLINOIS,17,HANCOCK,067,WEST,30,2012,1,142000,141200,6883000,48.7
ILLINOIS,17,HANCOCK,067,WEST,30,2013,1,149000,148900,7107000,47.7
ILLINOIS,17,HANCOCK,067,WEST,30,2014,1,147500,147300,7677000,52.1
ILLINOIS,17,HANCOCK,067,WEST,30,2015,1,147000,146900,8254000,56.2
ILLINOIS,17,HANCOCK,067,WEST,30,2016,1,144500,144000,9176000,63.7
ILLINOIS,17,HANCOCK,067,WEST,30,2017,1,157500,157100,10377000,66.1
ILLINOIS,17,HANCOCK,067,WEST,30,2018,1,151000,147500,10298000,69.8
ILLINOIS,17,HANCOCK,067,WEST,30,2020,1,155500,154800,10310000,66.6
ILLINOIS,17,HANCOCK,067,WEST,30,2021,1,159000,157600,10606000,67.3
ILLINOIS,17,HANCOCK,067,WEST,30,2022,1,157500,157000,10613000,67.6
ILLINOIS,17,HANCOCK,067,WEST,30,2023,1,159500,158700,10316000,65
ILLINOIS,17,HANCOCK,067,WEST,30,2024,1,159000,158300,10179000,64.3
ILLINOIS,17,HARDIN,069,SOUTHEAST,90,1980,1,2000,2000,43800,22
ILLINOIS,17,HARDIN,069,SOUTHEAST,90,1981,1,2100,2000,48600,24.5
ILLINOIS,17,HARDIN,069,SOUTHEAST,90,1982,1,2500,2500,73100,29
ILLINOIS,17,HARDIN,069,SOUTHEAST,90,1983,1,2000,2000,43000,21.5
ILLINOIS,17,HARDIN,069,SOUTHEAST,90,1984,1,3100,3000,77700,26
ILLINOIS,17,HARDIN,069,SOUTHEAST,90,1985,1,3000,3000,78400,26
ILLINOIS,17,HARDIN,069,SOUTHEAST,90,1986,1,2200,2200,56000,25.5
ILLINOIS,17,HARDIN,069,SOUTHEAST,90,1987,1,1400,1400,28000,20
ILLINOIS,17,HARDIN,069,SOUTHEAST,90,1988,1,1100,800,17700,22
ILLINOIS,17,HARDIN,069,SOUTHEAST,90,1989,1,1800,1700,57400,34
ILLINOIS,17,HARDIN,069,SOUTHEAST,90,1990,1,2100,2100,64000,30.5
ILLINOIS,17,HARDIN,069,SOUTHEAST,90,1991,1,2000,1900,49400,26
ILLINOIS,17,HARDIN,069,SOUTHEAST,90,1992,1,2000,1900,62700,33
ILLINOIS,17,HARDIN,069,SOUTHEAST,90,1993,1,2000,1500,46500,31
ILLINOIS,17,HARDIN,069,SOUTHEAST,90,1994,1,3000,2900,104400,36
ILLINOIS,17,HARDIN,069,SOUTHEAST,90,1995,1,3000,2900,100050,34.5
ILLINOIS,17,HARDIN,069,SOUTHEAST,90,1996,1,5000,4900,144550,29.5
ILLINOIS,17,HARDIN,069,SOUTHEAST,90,1997,1,3000,2900,81150,28
ILLINOIS,17,HARDIN,069,SOUTHEAST,90,1998,1,3000,2900,75400,26
ILLINOIS,17,HARDIN,069,SOUTHEAST,90,1999,1,3000,2900,84100,29
ILLINOIS,17,HARDIN,069,SOUTHEAST,90,2000,1,4000,3900,163800,42
ILLINOIS,17,HARDIN,069,SOUTHEAST,90,2001,1,5000,4900,156800,32
ILLINOIS,17,HARDIN,069,SOUTHEAST,90,2002,1,4000,3800,110400,29
ILLINOIS,17,HARDIN,069,SOUTHEAST,90,2003,1,7000,6800,265200,39
ILLINOIS,17,HARDIN,069,SOUTHEAST,90,2004,1,5000,4900,186200,38
ILLINOIS,17,HARDIN,069,SOUTHEAST,90,2005,1,5000,4400,162800,37
ILLINOIS,17,HARDIN,069,SOUTHEAST,90,2006,1,6000,5900,277300,47
ILLINOIS,17,HARDIN,069,SOUTHEAST,90,2007,1,4000,2700,72700,27
ILLINOIS,17,HARDIN,069,SOUTHEAST,90,2010,1,6000,5900,124000,21
ILLINOIS,17,HARDIN,069,SOUTHEAST,90,2015,1,6200,6100,264000,43.3
ILLINOIS,17,HARDIN,069,SOUTHEAST,90,2016,1,6100,6000,239000,39.8
ILLINOIS,17,HARDIN,069,SOUTHEAST,90,2018,1,6000,5800,251000,43.3
ILLINOIS,17,HARDIN,069,SOUTHEAST,90,2019,1,3700,3300,148000,44.8
ILLINOIS,17,HARDIN,069,SOUTHEAST,90,2020,1,5900,5750,292000,50.8
ILLINOIS,17,HARDIN,069,SOUTHEAST,90,2021,1,7400,7370,373000,50.6
ILLINOIS,17,HENDERSON,071,WEST,30,1980,1,40800,40500,1429000,35.5
ILLINOIS,17,HENDERSON,071,WEST,30,1981,1,37400,37000,1444800,39
ILLINOIS,17,HENDERSON,071,WEST,30,1982,1,38200,37200,1482100,40
ILLINOIS,17,HENDERSON,071,WEST,30,1983,1,40100,40000,1340500,33.5
ILLINOIS,17,HENDERSON,071,WEST,30,1984,1,36900,36500,1310300,36
ILLINOIS,17,HENDERSON,071,WEST,30,1985,1,37200,37000,1559900,42
ILLINOIS,17,HENDERSON,071,WEST,30,1986,1,39200,38900,1670600,43
ILLINOIS,17,HENDERSON,071,WEST,30,1987,1,40700,40500,1617500,40
ILLINOIS,17,HENDERSON,071,WEST,30,1988,1,39200,38700,1264900,32.5
ILLINOIS,17,HENDERSON,071,WEST,30,1989,1,42800,42700,1526700,36
ILLINOIS,17,HENDERSON,071,WEST,30,1990,1,47700,46900,2050200,43.5
ILLINOIS,17,HENDERSON,071,WEST,30,1991,1,47000,46500,2325000,50
ILLINOIS,17,HENDERSON,071,WEST,30,1992,1,47000,46700,2101500,45
ILLINOIS,17,HENDERSON,071,WEST,30,1993,1,49000,44000,2002000,45.5
ILLINOIS,17,HENDERSON,071,WEST,30,1994,1,52000,51500,2806750,54.5
ILLINOIS,17,HENDERSON,071,WEST,30,1995,1,51000,50600,2125200,42
ILLINOIS,17,HENDERSON,071,WEST,30,1996,1,52000,51800,2538200,49
ILLINOIS,17,HENDERSON,071,WEST,30,1997,1,55000,54800,2822200,51.5
ILLINOIS,17,HENDERSON,071,WEST,30,1998,1,62000,61900,3218800,52
ILLINOIS,17,HENDERSON,071,WEST,30,1999,1,65000,64700,2911500,45
ILLINOIS,17,HENDERSON,071,WEST,30,2000,1,65000,64800,2980800,46
ILLINOIS,17,HENDERSON,071,WEST,30,2001,1,71000,70500,3525000,50
ILLINOIS,17,HENDERSON,071,WEST,30,2002,1,67000,66700,3268300,49
ILLINOIS,17,HENDERSON,071,WEST,30,2003,1,63000,62900,2390200,38
ILLINOIS,17,HENDERSON,071,WEST,30,2004,1,63000,61600,3141600,51
ILLINOIS,17,HENDERSON,071,WEST,30,2005,1,60000,59700,2746200,46
ILLINOIS,17,HENDERSON,071,WEST,30,2006,1,65000,64600,3230000,50
ILLINOIS,17,HENDERSON,071,WEST,30,2007,1,58000,57900,2837100,49
ILLINOIS,17,HENDERSON,071,WEST,30,2008,1,55000,49500,2524500,51
ILLINOIS,17,HENDERSON,071,WEST,30,2009,1,55000,54300,2606400,48
ILLINOIS,17,HENDERSON,071,WEST,30,2010,1,53000,51800,2556000,49.3
ILLINOIS,17,HENDERSON,071,WEST,30,2011,1,53000,52900,2928000,55.3
ILLINOIS,17,HENDERSON,071,WEST,30,2012,1,58000,57600,3193000,55.4
ILLINOIS,17,HENDERSON,071,WEST,30,2013,1,58400,58100,3013000,51.9
ILLINOIS,17,HENDERSON,071,WEST,30,2014,1,60500,60100,3167000,52.7
ILLINOIS,17,HENDERSON,071,WEST,30,2015,1,59900,59800,3424000,57.3
ILLINOIS,17,HENDERSON,071,WEST,30,2016,1,56300,56000,3238000,57.8
ILLINOIS,17,HENDERSON,071,WEST,30,2017,1,60800,60500,3727000,61.6
ILLINOIS,17,HENDERSON,071,WEST,30,2018,1,59000,57500,3464000,60.2
ILLINOIS,17,HENDERSON,071,WEST,30,2020,1,54300,54100,3360000,62.1
ILLINOIS,17,HENDERSON,071,WEST,30,2021,1,60900,60400,4023000,66.6
ILLINOIS,17,HENDERSON,071,WEST,30,2022,1,60200,60000,4032000,67.2
ILLINOIS,17,HENDERSON,071,WEST,30,2023,1,59500,59200,3907000,66
ILLINOIS,17,HENDERSON,071,WEST,30,2025,1,59200,58800,4092000,69.6
ILLINOIS,17,HENRY,073,NORTHWEST,10,1980,1,92300,92000,3772700,41
ILLINOIS,17,HENRY,073,NORTHWEST,10,1981,1,86900,86000,3789300,44
ILLINOIS,17,HENRY,073,NORTHWEST,10,1982,1,85000,84200,3450000,41
ILLINOIS,17,HENRY,073,NORTHWEST,10,1983,1,82900,82500,3132100,38
ILLINOIS,17,HENRY,073,NORTHWEST,10,1984,1,82100,81000,3077200,38
ILLINOIS,17,HENRY,073,NORTHWEST,10,1985,1,84600,84000,3804200,45.5
ILLINOIS,17,HENRY,073,NORTHWEST,10,1986,1,92400,91200,4053300,44.5
ILLINOIS,17,HENRY,073,NORTHWEST,10,1987,1,87600,86900,3817700,44
ILLINOIS,17,HENRY,073,NORTHWEST,10,1988,1,97300,96800,2920400,30
ILLINOIS,17,HENRY,073,NORTHWEST,10,1989,1,100000,98700,4362300,44
ILLINOIS,17,HENRY,073,NORTHWEST,10,1990,1,99400,97000,4287900,44
ILLINOIS,17,HENRY,073,NORTHWEST,10,1991,1,109000,107900,4801550,44.5
ILLINOIS,17,HENRY,073,NORTHWEST,10,1992,1,116000,114100,5256900,46
ILLINOIS,17,HENRY,073,NORTHWEST,10,1993,1,108000,105000,4725000,45
ILLINOIS,17,HENRY,073,NORTHWEST,10,1994,1,119000,118200,6028200,51
ILLINOIS,17,HENRY,073,NORTHWEST,10,1995,1,132000,131200,5838400,44.5
ILLINOIS,17,HENRY,073,NORTHWEST,10,1996,1,138000,137100,6375150,46.5
ILLINOIS,17,HENRY,073,NORTHWEST,10,1997,1,141000,140500,6884500,49
ILLINOIS,17,HENRY,073,NORTHWEST,10,1998,1,152000,151400,8175600,54
ILLINOIS,17,HENRY,073,NORTHWEST,10,1999,1,166000,165000,7590000,46
